geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
03168,-23.556381191788308,-46.59055962184773,são paulo,SP
03179,-23.55671296535418,-46.57900174166094,sao paulo,SP
03179,-23.55402366333889,-46.58070017485142,são paulo,SP
03181,-23.56066999999996,-46.58514999999994,sao paulo,SP
03181,-23.560448249235396,-46.584574553984645,são paulo,SP
03194,-23.56788988703906,-46.57394821510183,são paulo,SP
03211,-23.604990034970285,-46.55385167583238,sao paulo,SP
03211,-23.604347210658432,-46.55370318206478,são paulo,SP
03237,-23.595550564256417,-46.551406908275105,sao paulo,SP
03237,-23.595524161809678,-46.55125401832185,são paulo,SP
03254,-23.61341465306711,-46.532800408967596,sao paulo,SP
03254,-23.61436339355993,-46.53104044310118,são paulo,SP
03275,-23.587352685267433,-46.53320166333889,sao paulo,SP
03275,-23.587352685267433,-46.53320166333889,são paulo,SP
03280,-23.585045532056085,-46.5375822799065,sao paulo,SP
03280,-23.585152337497828,-46.53729201679266,são paulo,SP
03309,-23.552430580068116,-46.5683542857349,sao paulo,SP
03309,-23.552203578683137,-46.56740336704377,são paulo,SP
03317,-23.5445730446938,-46.57160825214959,sao paulo,SP
03317,-23.5445730446938,-46.57160825214959,são paulo,SP
03320,-23.54800592255761,-46.57300868956661,sao paulo,SP
03320,-23.547544081337524,-46.57043561726011,são paulo,SP
03337,-23.56169024796654,-46.556553193348556,sao paulo,SP
03337,-23.559297580068115,-46.5577218526457,são paulo,SP
03342,-23.562686922297804,-46.56079198557326,sao paulo,SP
03342,-23.562686922297804,-46.56079198557326,são paulo,SP
03344,-23.56537977768481,-46.56769104662703,sao paulo,SP
03344,-23.56537977768481,-46.56769104662703,são paulo,SP
03402,-23.551288425872233,-46.53163713944933,sao paulo,SP
03402,-23.548815109783135,-46.53702200298793,são paulo,SP
03426,-23.554792152922886,-46.53142763183104,sao paulo,SP
03426,-23.554792152922886,-46.53142763183104,são paulo,SP
03438,-23.56182494532287,-46.5281966312828,sao paulo,SP
03438,-23.55850491978764,-46.52617710574756,são paulo,SP
03470,-23.57548585208353,-46.524876361921116,sao paulo,SP
03470,-23.57390943988766,-46.524842495422426,são paulo,SP
03476,-23.576756157669823,-46.5133680346142,sao paulo,SP
03476,-23.571671626146905,-46.51357021717931,são paulo,SP
03531,-23.543669074383967,-46.51552607729814,sao paulo,SP
03531,-23.542597686652407,-46.520825652374604,são paulo,SP
03542,-23.53469850513589,-46.5156245954758,sao paulo,SP
03542,-23.533542481822362,-46.5157806910958,são paulo,SP
03554,-23.540969231750257,-46.50741557423974,sao paulo,SP
03554,-23.540330409660097,-46.50622805037795,são paulo,SP
03569,-23.54632627477062,-46.49103982223439,sao paulo,SP
03569,-23.545462853825473,-46.49078504556215,são paulo,SP
03572,-23.577750649460423,-46.49390410130417,sao paulo,SP
03572,-23.577750649460423,-46.49390410130417,são paulo,SP
03582,-23.561548868168934,-46.4997939837556,sao paulo,SP
03582,-23.56019572468112,-46.49952584318198,são paulo,SP
03630,-23.535338940879463,-46.553826331669455,sao paulo,SP
03630,-23.53257143591436,-46.54970048693182,são paulo,SP
03635,-23.523069741041077,-46.53535819594326,sao paulo,SP
03635,-23.52324455453289,-46.53467899417163,são paulo,SP
03655,-23.527325849847074,-46.513651986958244,sao paulo,SP
03655,-23.526885771856428,-46.51355323841536,são paulo,SP
03683,-23.525415062727202,-46.48739256994057,sao paulo,SP
03683,-23.52428892212638,-46.486419590783285,são paulo,SP
03701,-23.517955948929544,-46.54921300429917,sao paulo,SP
03701,-23.515520427145244,-46.55014037039062,são paulo,SP
03702,-23.517923280598993,-46.54712945697963,sao paulo,SP
03721,-23.505946566608184,-46.52454367061727,sao paulo,SP
03721,-23.505652612140484,-46.522435926276906,são paulo,SP
03872,-23.512538179294822,-46.501081124617684,sao paulo,SP
03872,-23.5123069977783,-46.50033379961334,são paulo,SP
03910,-23.586586690259093,-46.51583240230249,sao paulo,SP
03910,-23.585984999999994,-46.51439798112988,são paulo,SP
03928,-23.611832276992313,-46.50119402885343,sao paulo,SP
03928,-23.608046964710255,-46.50165790235264,são paulo,SP
03929,-23.608545988343238,-46.495901315569284,sao paulo,SP
03929,-23.60744514306749,-46.49141156628521,são paulo,SP
03937,-23.5895208259853,-46.49905324340702,sao paulo,SP
03937,-23.588397523457743,-46.497325998326566,são paulo,SP
04015,-23.59425817509653,-46.645325497270576,sao paulo,SP
04015,-23.58829894310117,-46.64498450346245,são paulo,SP
04021,-23.59421947577367,-46.643015563873064,sao paulo,SP
04021,-23.59387998755776,-46.64223946107358,são paulo,SP
04024,-23.605293656673798,-46.64617362392519,sao paulo,SP
04024,-23.60476932209782,-46.64825077430292,são paulo,SP
04054,-23.619876799613348,-46.65089916902304,sao paulo,SP
04054,-23.616882666557512,-46.644334266315354,são paulo,SP
04075,-23.605218733279468,-46.654379449766274,sao paulo,SP
04075,-23.601925759651404,-46.65899062516595,são paulo,SP
04103,-23.578934333054423,-46.63717169608748,sao paulo,SP
04103,-23.576891814876788,-46.63644340368749,são paulo,SP
04106,-23.58435607111116,-46.63425507632948,sao paulo,SP
04106,-23.5829649708581,-46.6351149708581,são paulo,SP
04119,-23.607000670552253,-46.6351539888915,sao paulo,SP
04119,-23.600995072162263,-46.63496187621901,são paulo,SP
04140,-23.609203787683988,-46.632572979510684,sao paulo,SP
04140,-23.60915748542905,-46.63260511809682,são paulo,SP
04156,-23.63368106050551,-46.62066378420568,sao paulo,SP
04156,-23.63220067864595,-46.62012760233319,são paulo,SP
04222,-23.60298132722605,-46.584626600467445,sao paulo,SP
04222,-23.603268876767277,-46.58516785775292,são paulo,SP
04272,-23.610543454065436,-46.60862177797327,sao paulo,SP
04272,-23.60945654899298,-46.60938037177561,são paulo,SP
04282,-23.609000481198635,-46.60902426508033,sao paulo,SP
04282,-23.607069789341566,-46.61094936303305,são paulo,SP
04308,-23.65576163424044,-46.63665523865131,sao paulo,SP
04308,-23.65576163424044,-46.63665523865131,são paulo,SP
04335,-23.66615520843672,-46.63844631196261,sao paulo,SP
04335,-23.665496112960938,-46.63849145905711,são paulo,SP
04361,-23.645837451843736,-46.6617831335045,sao paulo,SP
04361,-23.643884671388978,-46.66145452859364,são paulo,SP
04362,-23.647043105747578,-46.669080211350916,sao paulo,SP
04362,-23.647043105747578,-46.669080211350916,são paulo,SP
04405,-23.676795376911507,-46.658295848462096,sao paulo,SP
04405,-23.67506751632608,-46.65694572839605,são paulo,SP
04505,-23.601947053954135,-46.67405847969188,sao paulo,SP
04505,-23.600234629753587,-46.67382228420568,são paulo,SP
04521,-23.877859500000003,-46.659051000000005,sao paulo,SP
04521,-23.877859500000003,-46.659051000000005,são paulo,SP
04530,-23.587708736049418,-46.672412245196014,sao paulo,SP
04530,-23.587708736049418,-46.672412245196014,são paulo,SP
04534,-23.586187882595656,-46.68098708021236,sao paulo,SP
04534,-23.58613089702239,-46.6806891895666,são paulo,SP
04550,-23.60555121899696,-46.67690546448146,sao paulo,SP
04550,-23.605541759362946,-46.676768495556594,são paulo,SP
04552,-23.594883443793655,-46.68156020413755,sao paulo,SP
04552,-23.594516632812002,-46.687683656673784,são paulo,SP
04561,-23.613461518177633,-46.679206714957594,sao paulo,SP
04561,-23.613403504039375,-46.67936984000797,são paulo,SP
04607,-23.626672606440064,-46.67925146863638,sao paulo,SP
04607,-23.62125680682671,-46.67422238051818,são paulo,SP
04609,-23.629182715794325,-46.67857311073923,sao paulo,SP
04609,-23.63056604385709,-46.679912869409705,são paulo,SP
04661,-23.686851251372836,-46.694639466087125,sao paulo,SP
04661,-23.686150211592487,-46.69345841828658,são paulo,SP
04679,-23.67752892423105,-46.684443855675454,sao paulo,SP
04679,-23.67737326311385,-46.68377270621503,são paulo,SP
04714,-23.6371979012204,-46.698531027148874,sao paulo,SP
04714,-23.635583392174947,-46.70029133611285,são paulo,SP
04747,-23.658797263113854,-46.701421124617696,sao paulo,SP
04747,-23.657594422076475,-46.698906303457704,são paulo,SP
04760,-23.6657869730798,-46.71659053566277,sao paulo,SP
04760,-23.666733062178942,-46.71759199319066,são paulo,SP
04782,-23.693985995008337,-46.70188324132953,sao paulo,SP
04782,-23.690666430751918,-46.70391215514457,são paulo,SP
04841,-23.74335662940556,-46.687720732930025,sao paulo,SP
04841,-23.74228890779351,-46.689758980516245,são paulo,SP
04849,-23.865008629248837,-46.70905026225999,sao paulo,SP
04849,-23.74807731166423,-46.67286161324023,são paulo,SP
04851,-23.756365122074367,-46.65681725290453,sao paulo,SP
04851,-23.75579661281671,-46.66792779225577,são paulo,SP
04856,-23.81871716845475,-46.676493277406315,sao paulo,SP
04856,-23.81871716845475,-46.676493277406315,são paulo,SP
04902,-23.673716999999996,-46.73431152943036,sao paulo,SP
04902,-23.685039999751265,-46.74468914523423,são paulo,SP
04904,-23.67655174211083,-46.73919188683376,sao paulo,SP
04904,-23.685466882595666,-46.749486080212364,são paulo,SP
04911,-23.68535068942237,-46.748836571469774,sao paulo,SP
04911,-23.685031442785938,-46.74472850727474,são paulo,SP
05007,-23.53862355314792,-46.6660233440187,sao paulo,SP
05007,-23.537887731894475,-46.66730874063705,são paulo,SP
05008,-23.53906577906978,-46.66828877240469,sao paulo,SP
05008,-23.539074118789316,-46.66835669095158,são paulo,SP
05014,-23.544834233971955,-46.67606284347043,sao paulo,SP
05014,-23.544834233971955,-46.67606284347043,são paulo,SP
05018,-23.540849716631044,-46.6839601404294,sao paulo,SP
05018,-23.540849716631044,-46.6839601404294,são paulo,SP
05025,-23.564148192336567,-46.680438217035075,sao paulo,SP
05025,-23.540357629753586,-46.68300774785041,são paulo,SP
05029,-23.544018337178596,-46.693471115567476,sao paulo,SP
05029,-23.543202949766275,-46.69402399471987,são paulo,SP
05074,-23.521493003807382,-46.705276706364096,sao paulo,SP
05074,-23.521098908130885,-46.70677755467713,são paulo,SP
05125,-23.50739523980033,-46.74054093839796,sao paulo,SP
05125,-23.50674560560335,-46.74142106924808,são paulo,SP
05126,-23.506146136274456,-46.74256106203472,sao paulo,SP
05126,-23.505682285042393,-46.7416136112875,são paulo,SP
05138,-23.487592756592985,-46.731295320012684,sao paulo,SP
05138,-23.487109142863368,-46.73213615505271,são paulo,SP
05181,-23.460839999999997,-46.743223500000006,sao paulo,SP
05181,-23.45755295457278,-46.74396116556264,são paulo,SP
05269,-23.43492264002537,-46.787686182209,sao paulo,SP
05269,-23.43434465627848,-46.78960311388005,são paulo,SP
05362,-23.574065289988575,-46.740389392657406,sao paulo,SP
05362,-23.574068727451074,-46.74027110199666,são paulo,SP
05409,-23.560672672773958,-46.673406848462086,sao paulo,SP
05409,-23.560672672773958,-46.673406848462086,são paulo,SP
05424,-23.571257720785987,-46.696331231750236,sao paulo,SP
05424,-23.571257720785987,-46.696331231750236,são paulo,SP
05445,-23.55486640466843,-46.697280594927534,sao paulo,SP
05445,-23.588898319435764,-46.683128770615674,são paulo,SP
05451,-23.544786268942232,-46.702161251457085,sao paulo,SP
05451,-23.54459193533955,-46.70417749777829,são paulo,SP
05455,-23.546963336112842,-46.71053241814287,sao paulo,SP
05455,-23.55211494087947,-46.70928449082474,são paulo,SP
05468,-23.540911568965225,-46.71688164297709,sao paulo,SP
05468,-23.540908097409027,-46.716729637111165,são paulo,SP
05501,-23.57226084954764,-46.704404850193875,sao paulo,SP
05501,-23.571315995008337,-46.7038484207686,são paulo,SP
05503,-23.57170772715076,-46.70732099243655,sao paulo,SP
05503,-23.571084458220376,-46.70899251887011,são paulo,SP
05527,-23.600269645565294,-46.751666820012666,sao paulo,SP
05527,-23.599359778336243,-46.751214070160025,são paulo,SP
05571,-23.601378908130886,-46.798326277684794,sao paulo,SP
05571,-23.60128912822437,-46.798111215650074,são paulo,SP
05580,-23.575153184298554,-46.715960770631256,sao paulo,SP
05580,-23.574640190951584,-46.717698048848746,são paulo,SP
05633,-23.60450522898029,-46.735927841392964,sao paulo,SP
05633,-23.601284972039778,-46.73749084816223,são paulo,SP
05685,-23.609246875773202,-46.704034831165956,sao paulo,SP
05685,-23.60843960090014,-46.70779936831318,são paulo,SP
05709,-23.62086123509528,-46.73978306451841,sao paulo,SP
05709,-23.62082544546711,-46.73989266180968,são paulo,SP
05734,-23.63406508465575,-46.73344799639332,sao paulo,SP
05734,-23.632100307807654,-46.736281837786294,são paulo,SP
05756,-23.62665247552584,-46.75243597552582,sao paulo,SP
05756,-23.62649583030574,-46.75779746887734,são paulo,SP
05832,-23.67562886594724,-46.750540337497824,sao paulo,SP
05832,-23.675163905728475,-46.75067057475563,são paulo,SP
05846,-23.66161324757396,-46.74303016018935,sao paulo,SP
05846,-23.66161324757396,-46.74303016018935,são paulo,SP
05849,-23.656042257285478,-46.758604699001665,sao paulo,SP
05849,-23.65623125728547,-46.75882519900168,são paulo,SP
06086,-23.54433773614954,-46.77732033280247,osasco,SP
06170,-23.560849466422148,-46.80580246653325,osasco,SP
06192,-23.531662026371936,-46.80527590106176,osasco,SP
06429,-23.49506412093852,-46.958941841327984,barueri,SP
06440,-23.515439927796773,-46.858020144188934,barueri,SP
06449,-23.551187137490302,-46.88071514741312,barueri,SP
06455,-23.505197356364043,-46.84901577850912,barueri,SP
06473,-23.486186043239186,-46.86116430480461,barueri,SP
06604,-23.542792730794872,-46.90720168980189,jandira,SP
06624,-23.555874017238253,-46.90704960215931,jandira,SP
06653,-23.5596493965165,-46.918397772458874,itapevi,SP
06660,-23.556121918819862,-46.96007224337894,itapevi,SP
06663,-23.567856089314937,-46.94039028670435,itapevi,SP
06703,-23.605147107233158,-46.92634249056991,cotia,SP
06719,-23.642433865171615,-46.92357843007933,cotia,SP
06730,-23.66780915288163,-46.99419903026297,vargem grande paulista,SP
06768,-23.607693000000005,-46.75265774999998,taboao da serra,SP
06768,-23.607693000000005,-46.75265774999998,taboão da serra,SP
06775,-23.641445819132567,-46.804750964940865,taboao da serra,SP
06775,-23.639387091869107,-46.80381412975359,taboão da serra,SP
06806,-23.635528145161263,-46.83701824646544,embu,SP
06806,-23.639737263402314,-46.83938518373821,embu das artes,SP
06868,-23.776567254198017,-46.83839173367618,itapecerica da serra,SP
06900,-23.848053892013642,-46.8152545727207,embu guacu,SP
06900,-23.888607302371536,-46.817437120607636,embu guaçu,SP
06900,-23.932683513075045,-46.86376635975538,embu-guacu,SP
06900,-23.936598205766543,-46.89774844609714,embu-guaçu,SP
06900,-23.840408068597927,-46.83004139704667,embuguacu,SP
07013,-23.47622998917996,-46.53334809867843,guarulhos,SP
07020,-23.473269681372297,-46.53423603497029,guarulhos,SP
07023,-23.481331959114232,-46.5430152702837,guarulhos,SP
07025,-23.48777424424373,-46.54639969747246,guarulhos,SP
07041,-23.486401090195674,-46.54812730460501,guarulhos,SP
07062,-23.465551421316857,-46.54586457438398,guarulhos,SP
07063,-23.460439368861426,-46.56020098251486,guarulhos,SP
07093,-23.461626908130885,-46.541120479600664,guarulhos,SP
07112,-23.472447066333885,-46.51323979961335,guarulhos,SP
07122,-23.49189491395926,-46.54629394463038,guarulhos,SP
07135,-23.47871477244693,-46.46417370910254,guarulhos,SP
07170,-23.438981043020362,-46.44892792131685,guarulhos,SP
07193,-23.450211083819028,-46.50416212101101,guarulhos,SP
07242,-23.444928000000004,-46.41950924999999,guarulhos,SP
07260,-23.47061646211553,-46.53890622814356,guarulhos,SP
07438,-23.410871915983964,-46.29248413693363,aruja,SP
07438,-23.40977615062003,-46.288131259310724,arujá,SP
07500,-23.37083051441738,-46.229675213892335,santa isabel,SP
07600,-23.425369777163223,-46.65912288996435,mairipora,SP
07600,-23.414121150343735,-46.64876187485613,mairiporã,SP
07700,-23.394677040951496,-46.71404721446455,caieiras,SP
07724,-23.35974769795591,-46.72601550454325,caieiras,SP
07787,-23.33416324947637,-46.83001404316823,caieiras,SP
07787,-23.35345265385859,-46.823060109129656,cajamar,SP
07804,-23.32955674206532,-46.73536923925984,franco da rocha,SP
07850,-23.334949569548844,-46.7232121467989,franco da rocha,SP
07953,-23.268962054096875,-46.72330261409884,francisco morato,SP
08051,-23.520116545934556,-46.473832613653435,sao paulo,SP
08051,-23.517457606440058,-46.47028405689883,são paulo,SP
08072,-23.69872742353855,-46.642791394396646,sao paulo,SP
08072,-23.698688790478098,-46.642682026521776,são paulo,SP
08140,-23.558286432578846,-46.57614616293939,sao paulo,SP
08140,-23.518663918966723,-46.38777646522261,são paulo,SP
08142,-23.72693752864293,-46.78104638396713,sao paulo,SP
08142,-23.524438038041886,-46.3895279984868,são paulo,SP
08161,-23.513912937272796,-46.41364353191186,sao paulo,SP
08161,-23.51270430156184,-46.414264194822806,são paulo,SP
08190,-23.493834668362855,-46.40448721441963,sao paulo,SP
08190,-23.49327192423105,-46.397136855675456,são paulo,SP
08246,-23.53498107799065,-46.436275021784304,sao paulo,SP
08246,-23.532127836805337,-46.439738077442385,são paulo,SP
08250,-23.58049172289724,-46.67863652837563,sao paulo,SP
08250,-23.540271705522542,-46.4364338782965,são paulo,SP
08275,-23.579545473772285,-46.486650540942904,sao paulo,SP
08275,-23.579249594783303,-46.487202129609344,são paulo,SP
08290,-23.5633534365803,-46.455485956287134,sao paulo,SP
08290,-23.646470383498208,-46.66538249999999,são paulo,SP
08330,-23.62522717689552,-46.46350516834117,sao paulo,SP
08330,-23.61866710130417,-46.46526283236193,são paulo,SP
08372,-23.603781978900237,-46.43982700562331,sao paulo,SP
08372,-23.604842423757635,-46.43789164804988,são paulo,SP
08420,-23.66576932944774,-46.71610233527613,sao paulo,SP
08420,-23.550045380518196,-46.42579914155458,são paulo,SP
08431,-23.540653692928004,-46.417455631084266,sao paulo,SP
08431,-23.54042112294426,-46.418347136966936,são paulo,SP
08470,-23.601111206622953,-46.39431363899248,sao paulo,SP
08470,-23.601994386894827,-46.39252094587112,são paulo,SP
08529,-23.553733859738628,-46.372450162326004,ferraz de vasconcelos,SP
08566,-23.54869521436897,-46.34594291804565,poa,SP
08566,-23.54603678421538,-46.34298715588351,poá,SP
08577,-23.49442842432999,-46.364438864124516,itaquaquecetuba,SP
08583,-23.495761498905846,-46.29847430094826,itaquaquecetuba,SP
08593,-23.510525494829526,-46.36324450088723,itaquaquecetuba,SP
08610,-23.54901541377336,-46.29982918131404,suzano,SP
08615,-23.55997986360135,-46.292350464971676,suzano,SP
08683,-23.53227367178017,-46.30778772342155,suzano,SP
08693,-23.512052680144222,-46.30443845030627,suzano,SP
08717,-23.561824924883798,-46.18663182504784,mogi das cruzes,SP
08773,-23.520872597898528,-46.196670165125134,mogi das cruzes,SP
08820,-23.537916536178685,-46.12304795864738,mogi das cruzes,SP
08900,-23.441855974990116,-45.99115321667753,guararema,SP
09015,-23.672424344299724,-46.517122678011354,santo andre,SP
09015,-23.665703457960582,-46.51808196779969,santo andré,SP
09020,-23.667442615993373,-46.52524098990328,santo andre,SP
09020,-23.6677737732414,-46.523347077846424,santo andré,SP
09030,-23.692959476484283,-46.504557561076766,santo andre,SP
09030,-23.674920976341223,-46.52492372438856,santo andré,SP
09040,-23.7310807374344,-46.47780321189918,santo andre,SP
09040,-23.7310807374344,-46.47780321189918,santo andré,SP
09111,-23.758760046426744,-46.37300686647117,santo andre,SP
09111,-23.676992502927764,-46.48096252410115,santo andré,SP
09133,-23.745130975809886,-46.492681751767414,santo andre,SP
09133,-23.74511272973553,-46.492717414549105,santo andré,SP
09220,-23.689344664946518,-46.517701859039676,santo andre,SP
09220,-23.63079562308964,-46.53055116166647,santo andré,SP
09271,-23.64863081323201,-46.49569197835991,santo andre,SP
09271,-23.648247533729528,-46.49804117736159,santo andré,SP
09370,-23.7075636181404,-46.48172516539655,maua,SP
09370,-23.71037202872758,-46.483061432596784,mauá,SP
09390,-23.666477634100445,-46.46188646983697,maua,SP
09390,-23.665412460470737,-46.45576349999999,mauá,SP
09405,-23.70863064685438,-46.40481608799677,ribeirao pires,SP
09405,-23.703200570084793,-46.402033929366944,ribeirão pires,SP
09510,-23.625323664723865,-46.571593500000006,sao caetano do sul,SP
09510,-23.625323664723865,-46.571593500000006,são caetano do sul,SP
09530,-23.63135545628714,-46.57150165652955,sao caetano do sul,SP
09530,-23.628492419095153,-46.57340252164007,são caetano do sul,SP
09580,-23.649990360564686,-46.56742363708245,sao caetano do sul,SP
09580,-23.649990360564686,-46.56742363708245,são caetano do sul,SP
09710,-23.720615779906506,-46.54943995946114,sao bernardo do campo,SP
09710,-23.720615779906506,-46.54943995946114,são bernardo do campo,SP
09715,-23.721074818284485,-46.54323782877862,sao bernardo do campo,SP
09715,-23.719960998662287,-46.54522808564963,são bernardo do campo,SP
09720,-23.723002264389926,-46.55056263363345,sao bernardo do campo,SP
09720,-23.72292050346245,-46.550933947544564,são bernardo do campo,SP
09725,-23.741568,-46.56982049999999,sao bernardo do campo,SP
09725,-23.82558722913311,-46.563530275891914,são bernardo do campo,SP
09760,-23.70750244287899,-46.532231425470705,sao bernardo do campo,SP
09760,-23.707012499999998,-46.532373750000005,são bernardo do campo,SP
09770,-23.71576389953255,-46.54188326141176,sao bernardo do campo,SP
09770,-23.714327678521368,-46.540785373422956,são bernardo do campo,SP
09852,-23.74259343710035,-46.607134724520435,sao bernardo do campo,SP
09852,-23.74259343710035,-46.607134724520435,são bernardo do campo,SP
09855,-23.73623931182924,-46.60038491346878,sao bernardo do campo,SP
09855,-23.772240384547995,-46.59512632288017,são bernardo do campo,SP
09895,-23.70758078177789,-46.57508796652859,sao bernardo do campo,SP
09895,-23.70758078177789,-46.57508796652859,são bernardo do campo,SP
09990,-23.703127873121165,-46.62203646426162,diadema,SP
11010,-23.93665709296094,-46.32761472281511,santos,SP
11015,-23.98953196696295,-46.298912500144226,santos,SP
11025,-23.98026818901834,-46.29559765543304,santos,SP
11030,-23.991141961134566,-46.302223683045746,santos,SP
11050,-23.964455263113848,-46.325073547175315,santos,SP
11065,-23.970672,-46.32943949999999,santos,SP
11081,-23.93874050969944,-46.34467021605194,santos,SP
11250,-23.875564311802158,-46.18349897872123,bertioga,SP
11410,-24.00177845962255,-46.266344170989676,guaruja,SP
11410,-24.00167564431721,-46.26498149188172,guarujá,SP
11432,-23.99154972661436,-46.273378510820045,guaruja,SP
11432,-24.001275414940217,-46.26656873593385,guarujá,SP
11440,-23.99068720344507,-46.24755043242536,guaruja,SP
11440,-23.989491680824038,-46.24816862989782,guarujá,SP
11444,-23.979606752399473,-46.195337087749586,guaruja,SP
