review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
a47fb1655a2f142746f19d2535b5f565,062f0992a050330334749ffa530fa796,5,,,2017-02-12 00:00:00,2017-02-13 14:04:07
135e5d955a1420b964a8b9a5e6ddd881,063b573b88fc80e516aba87df524f809,1,,Não chego meu pedido,2016-12-03 00:00:00,2016-12-04 03:06:12
43a8434857dbf1118c88adfd7773f67b,0675116b5556a78cf0413f70aa9f235e,5,,,2017-01-27 00:00:00,2017-02-01 18:20:11
2f17f8ffe35062ac9d76c4dde9c181eb,06d7e8a85f5cfef576c5303ed7d7f2e5,4,,Entrega feita no prazo e produto em perfeitas condicoes Parabens a equipe,2016-10-20 00:00:00,2016-10-20 21:56:45
4f496df0e391550f20642cf43ee4b9ba,06dec2690e0cd75d327646a81fdba74d,5,,,2017-02-16 00:00:00,2017-02-17 04:50:12
f512be27cf8e8d592a53deac93d195c3,06f5f6139b33f53defc64643f1252d53,5,,"tudo certo graças a Deus, stark e lojas lannister sempre dando um banho de competencia em todos os sentidos, muito obrigado assim que tiver mais promoçoes estamos ai para comprar mais produtos, o",2017-01-31 00:00:00,2017-02-03 11:17:20
b42fa33f0e0e6a6a6cc04a373005229d,07d13d352c85dfbfa60dc56dea818335,1,,,2017-02-02 00:00:00,2017-02-04 21:24:30
022d64e74da67861361ae7da92faa4b2,08432abcf785878edf1221a0611960ea,5,,,2017-02-09 00:00:00,2017-02-10 07:45:15
80a44adebca41c95a1e55b3da6ac72a9,0891b66cbcc48cf64f31ae9cae3d08d8,4,,O produto chegou antes do prazo ! Muito satisfeito,2016-10-28 00:00:00,2016-10-31 10:22:02
755509047344db65b4c12fe56626765d,08d7ec7381dc51d41a0e4d86314b7a98,1,,,2017-01-27 00:00:00,2017-01-30 17:40:30
81410d45435bc2b4d2a23ec856f210a3,08e617c0a81895c4d5f6ab1e4a20fad0,5,,,2017-02-03 00:00:00,2017-02-04 12:18:25
28cd00f4956ea3486b933f2ce623ced0,08edff712f0cd04883215bdb5b0d7c7f,5,,Entregue antes do prazo...,2016-10-26 00:00:00,2016-10-26 21:17:24
f313267e6368957f98b5b01b7759f67f,091ac0791556275533697b36e2b00ff4,5,,Excelente compra e atendimento! Recomendo!,2017-02-07 00:00:00,2017-02-10 16:16:27
b82b2af506402c1b00ac3674e27a8e40,0927a4ea2d6af04c6e8a1aecd4f9951d,3,,"No site a mercadoria vinha junto estojo, mas este não veio.",2017-01-29 00:00:00,2017-01-31 22:51:19
d17f60def571608b9b788a5d9afea3e1,09b38400b1601bc9dea9de02c710857f,5,,,2017-01-28 00:00:00,2017-01-30 15:53:26
1cd141610c5f0120f82ebf5d2f2900f8,09d557bf440b6c3b40cacfbb24fd5e28,5,,,2017-01-20 00:00:00,2017-01-29 04:16:36
b3f79b50cb871014e033dfd4c5d7952a,09dd83f72b2516179cd46b81121fad23,4,,"O Produto Chegou de acordo com a descrição e imagem , mas demorou muito Quase 2 Mês",2016-11-29 00:00:00,2016-11-29 21:50:03
3b99e92643c371e395c584373010e479,09f58c00f941827ab206de7796785e44,5,,Eu recomendo muito a targaryen,2017-01-17 00:00:00,2017-01-19 18:03:43
1e90e853bc88ad9caca6311a2e497399,0a0837a5eee9e7a9ce2b1fa831944d27,5,,,2016-10-25 00:00:00,2016-10-25 15:58:47
90e4094406fa166ca3c729a7a387e678,0a1ad2c293c3baacc6b2c2d442c71acd,5,,,2017-02-08 00:00:00,2017-02-10 19:51:13
b2d5431ac7acdac769552d2728047232,0a2d541ba7c40984543d72b5eb0abcba,5,,"Ótimo produto, chegou antes do prazo!",2017-01-31 00:00:00,2017-02-02 18:33:36
3590167a693b2f2312743bc9a03a8d28,0a5d7e24850c68bf00d39bd62a9a45ee,5,,Tudo certo. Recomendo.,2016-10-28 00:00:00,2016-10-30 20:24:24
15ccee870f868c1fc330d3822243cf78,0aaf52291c13507e7fe4f565f079ad9a,5,,,2017-02-01 00:00:00,2017-02-01 08:47:58
64705002057140d46c08068d176f203f,0b1e73fa546894ad7310916b480de067,5,,Ok,2017-01-17 00:00:00,2017-01-20 21:34:01
2eda15f09642c4ba89201f8dcb784d5b,0b6d11d4a289a1574e8888f2558dd548,3,,,2017-02-11 00:00:00,2017-02-11 18:42:46
3916b65b44b8a957e2b26ad68e4e6ab0,0bda8164c1a12b6a388ebec8559ee287,5,,"Recebi muito bem embalado, o produto é mais bonito do que parecia na foto e o prazo foi 30 dias menor do que o estimado no ato da compra! ADOREI!",2017-01-18 00:00:00,2017-01-18 10:55:28
55b2d875b50539eeb6939579828e5d2e,0c1f5fca68708d9a22f8a9fe30b5c588,5,,,2017-02-01 00:00:00,2017-02-01 13:13:46
10360cbb383db4c9faef0538c7eb51d3,0c22166d9f7e5761e397affa5af438c7,5,,,2016-11-01 00:00:00,2016-11-03 10:58:51
3f7b2236d855588e5a74bd3784798639,0c3a7b14aa5e70ef5991122f6bb552de,5,,"Rádio aparentemente bom, bem compacto, ainda não testei mas parece ser bom. Vem com carregador e acessórios.",2017-02-10 00:00:00,2017-02-10 10:40:30
d212b6c583f36dafb3f70ce3b9127d76,0c5d85fbd4b20a1d9d5fc6a29e739f36,5,,"Meu produto chegou no prazo certo, e eu adorei, estou muito satisfeita.",2017-02-04 00:00:00,2017-02-06 22:55:35
85c08c1da6ade649c3e5547cadb2fa83,0c7fc95baa5e16992ed412ccea7f28b3,4,,"Recomendo. leve, versátil.",2016-10-26 00:00:00,2017-05-11 16:42:59
bf53a0a9f185ac5a6d3987f653085dc1,0c8675dc2e52ab52977a76d810e45303,5,,,2017-02-02 00:00:00,2017-02-03 06:21:53
0467560f511c516ddaa54a60edb0c291,0c995611a99f81268d859184a416f1db,5,,,2017-02-09 00:00:00,2017-02-14 15:58:44
c8a84bd448f61ebddc630e33e30ed692,0ca768c507d1fc3c61bd950bb1c5231a,5,,"chegou antes do periodo combinado, produto otima qualidade",2016-11-08 00:00:00,2017-02-21 00:34:09
c40a6116b2c320e6386218678cd2ba14,0cafd6a7576a6aae0f891008a87f1546,1,,Após a compra a loja informa que por um erro de comunicação interna o produto não está em estoque mais e o pedido será cancelado e o valor estornado.,2017-02-24 00:00:00,2017-02-24 08:41:49
ed6b240aa7ce2019fbb65188193916f8,0cb316841c24af560f6af0e3fb36137a,1,,"Fiz a aquisição de duas unidades, no entanto, recebi somente uma. Encaminhei e-mail ao stark relatando o fato e até o momento ainda não recebi qualquer tipo de esclarecimento. Continuo no aguardo.",2017-02-10 00:00:00,2017-02-12 00:07:00
f1e5cd1574a6be811fc8e285ab492741,0d9664d8da1dc4337269071b39e19423,5,,Produto chegou antes do prazo determinado pelo site.,2016-10-28 00:00:00,2016-10-31 11:01:33
5f9bb3090978168675eb25ebf582c61d,0daff24b7abb3accd3e2638a0d5be0a0,5,,"adorei o produto ,entega foi td como combinado,eu recomendo esta loja",2017-01-21 00:00:00,2017-01-29 01:13:14
ffefc187078bdfa2cb9ae9ea2e18f801,0dbfda5b69f9f25250969962f70929e9,5,,,2017-01-29 00:00:00,2017-01-31 12:23:09
a917ba27181f6c34aafeefdaaa0e1bd8,0e556f5eafbf3eb399290101b183b10e,2,,Veio uma corrente repetida,2016-10-25 00:00:00,2016-11-01 22:36:40
d0e5d23a50f8f2c0e071644f1b04dc6f,0e660617f70b9a3f6bfd3919b49450ab,5,,Amo esse site! Maravilhoso!,2017-01-27 00:00:00,2017-01-31 18:04:10
e4b7f762fdc2c71adf8f9681a5466fe0,0eaa4845a6182d6b72de720fb976abd4,4,,,2017-01-28 00:00:00,2017-02-01 02:17:40
191a393c7480786060e3097900b5f11b,0ec04706b50b8bc69a14dff0d6a26f13,5,,,2017-02-03 00:00:00,2017-02-03 22:28:53
4ebc298a393e45e9622da046dc3e43c7,0ec61157a488963fe217233f74c52760,4,,,2016-11-01 00:00:00,2016-11-07 15:02:44
167e1d0cfc502b72e4c38d5ea71fc390,0ed46f17da8a1c3bd0ed5fdfc50decc4,5,,"ótimo produto da forma que esperávamos, boa qualidade, vendedor rápido muito bom",2017-01-24 00:00:00,2017-01-28 01:04:08
c666eb97add8e7ba62d1959ac0ab62b0,0f3827e8b786c3d934c0863c1690603d,4,,"Foi conforme ,o combinado.",2017-02-03 00:00:00,2017-02-04 11:58:59
171efcba1ab32c5ebbd893abc885fed6,0f475d7e08b52d8abf7e8c6141286c27,4,,Recomendo,2017-01-29 00:00:00,2017-01-31 17:39:57
727a3971643267973c5dff684237dfeb,0f91be4a9bf9ffd2c1ace53b9e5dd9e2,5,,,2017-01-31 00:00:00,2017-02-03 00:54:55
75b77c0c9a1ea37e95a8b70092675d6a,0fd3cee523a106ac501c4cf18f56a4de,4,,entregue antes do prazo.. e produto de qualidade,2017-01-31 00:00:00,2017-02-01 10:53:53
16ca7fb9a20bc453147f77b6d863eb20,10221b5ef57cb66fe37a3b1e594918d1,5,,,2017-01-20 00:00:00,2017-01-24 18:24:24
55a52ad965b425809cbcb87fe4f5d2f1,102b790156f60813474ed025355a59d5,5,,Excelente produto.,2017-02-09 00:00:00,2017-02-09 18:18:29
ab125211266c7cb8542597fc230766a3,1069874467b6a425853288c450f68fc9,2,,"Entrega foi rápida , porém o produto de péssima qualidade, fino , não passou nem perto do que eu esperava , está certo que foi barato mas eu não pagaria nem 10,00.",2016-10-29 00:00:00,2016-10-29 19:56:37
f7cfeb0edd64c19c3e908cdb8f679b16,10ac3b593f06e0dd6b38a53821c1d497,5,,Ótimo,2017-02-16 00:00:00,2017-02-18 22:19:57
158034c5b156d18fc8ecaaf94fb77fd5,10b6352081cd9c4b594e4be0c491ee62,5,,"O produto é bom sim, muito bonito, macio e bem grande, mas achei um pouco fino.",2017-02-03 00:00:00,2017-02-04 12:23:05
aff09ad489e50f8d9b4d98e1ff92e12b,10bce195e3966122a3dd0e2aa676f761,5,,Gostei muito! ,2017-01-28 00:00:00,2017-01-30 22:26:01
aa507f2fe9aafcedc5b2589d704844a6,10d1e90a86d2be981a52b6a927c97dc5,5,,,2016-11-08 00:00:00,2016-11-16 01:58:07
2466124cf9255bf9e281efbf9064fac0,11837ac14fcdfb163c0b78d91be89498,4,,,2016-11-17 00:00:00,2016-11-20 23:30:03
6824079f792ddaa9399c4fcb34c6c69a,119d2d80c921d5b4806a1b19b4e8c531,4,,,2016-10-20 00:00:00,2016-10-20 23:57:05
ec213a856f34bb82fe629a8bd4ed9581,11a6ea18f3646c6e6dcbadbd0207b35d,1,,Produto ainda não foi entregue,2017-02-09 00:00:00,2017-02-12 02:07:23
a87c19be40ccbb6551217e26332a1bbc,123e27a1a4d0b2481d8618ac3dff7d4e,1,,Fiquei extremamente desapontada. Comprei 2 bonecos pelo site e duas semanas depois a compra cancelada por falta do produto. Perdi a oportunidade de comprar em outra loja e o produto se esgotou.,2016-11-20 00:00:00,2016-11-20 11:35:00
d5f364ffc2a1b8f705871011979a5ef3,126da462f642d99483c0691ac474c783,4,,,2017-02-07 00:00:00,2017-02-07 14:43:23
6bf1d2ef762c3913edac21a34ec84fce,12af24617f25e0c8cd411544f704f2f7,2,,,2017-03-10 00:00:00,2017-03-11 01:28:48
132d7c47599263f5a0a604763bc6454b,12ca240539e7029e0328f0a410c12ad1,4,,,2016-10-25 00:00:00,2016-11-12 20:01:41
72f685566b4731422d9472c4fdbaf2e3,1306d7999cdd320272eeea20f5768b77,5,,,2017-02-07 00:00:00,2017-02-10 08:25:26
c2d9e5306d8814e401ef083b8f93f4d8,138630e7e14855ce216a9db0cdabbe06,5,,,2017-02-03 00:00:00,2017-02-06 16:01:39
2c2919a4c6f098338e5e432c04dededc,13a4e0efe42392b2ee22601883f47d24,2,,,2017-01-27 00:00:00,2017-01-29 20:45:52
525140af26db0f66313291ef73dd7087,13f68da1f137146006b4c0c34b6824e8,1,,"Todo meu pedido foi cancelado, então não recebi meu headset e o estorno já foi realizado. Isto posto, não posso avaliar de maneira digna a loja supracitada.",2017-03-09 00:00:00,2017-03-11 01:20:03
f7489c5c8a98beb5d3d129c9e2ebead1,142c8688b5b13e21ac5a448a1688b9d7,4,,,2017-02-24 00:00:00,2017-02-26 23:15:19
efaa822d7e92503776f5949db412eab3,143f8e1be12f4d99301cec6f0d7a3834,5,,"CANECA FERA DO TIMÃO, MAIS UMA PRA COLEÇÃO",2017-02-02 00:00:00,2017-02-03 11:52:02
73bdfc91957f3597d9e6259e60ba5e24,1460b7b8fd63551dc68bfdffdc31edec,5,,,2017-02-03 00:00:00,2017-02-07 09:03:22
ba855727078770fc3a1b5a63ae92edb1,146bfe4003096bc16316672e59c6fb2e,5,,,2017-02-02 00:00:00,2017-02-02 22:37:00
aabed7345c4682dbee8656d1806da0bc,1489856fc5e3169af6b06edbc1aeb1b1,5,,,2017-02-10 00:00:00,2017-02-10 22:23:53
14ebbf02445a7002f16ac37eec124a6a,14b01335f19b97fce1437168032ae388,2,,"faltou a almofada cocozinho, na nota consta o produto, mas o produto NÃO foi entregue",2016-10-22 00:00:00,2016-10-22 09:25:13
6bd763b0a18bc7c57cf36289e4946548,157ec3dc3f38cdbd2706bd216edfe8fb,5,,Comprei 2 produtos no mesmo pedido com os srs 1 chegou falta mais 1 .Fiquei surpreso em ver à nota fiscal com um único produto já que jogar pedido tem 2 .,2017-01-14 00:00:00,2017-01-14 19:55:44
4a6d0a6681e9cef5e488af3ae2f66e1f,15b1aceab346b46189a6eea3b6f4b951,4,,,2017-02-10 00:00:00,2017-02-12 11:15:29
cf179e2948d6c43b0258fe110368d8e5,1612081119e8f23745698ad3367cc14b,1,,"Nunca comprem pela targaryen, comprei uma pelúcia e nunca chegou, anunciaram e não tinha o produto em estoque, uma vergonha. Incompetentes!!",2016-11-19 00:00:00,2016-11-21 03:41:03
f6c6ecd674869546d6a64256b5d04331,164bcbb466afa4e7b9eec1760f0d7096,4,,,2017-01-31 00:00:00,2017-02-01 11:19:01
42919ce363e85bb94de60e0529fe3204,16976f8e43d0c9ee6079e3ed9eaa4fed,5,,,2017-02-10 00:00:00,2017-02-10 08:12:32
56416302fb8560a5dd6a6d9401f1b443,16fe5fdb7f5aa0c9e841387dfec29821,1,,Não mandaram o produto e nem deram satisfação.,2017-03-08 00:00:00,2017-03-08 13:07:57
0164813279fca168f16dc2fce414850b,17f70d10c2acd50864b5dae4885894b5,3,,produto muito bom custo e benefício.,2017-02-15 00:00:00,2017-02-18 16:04:08
9e6b49679769d18c3586112818627c07,17fed53ba6dfef9b594ee2268642e2aa,5,,Super recomendo essa loja! Recebi bem antes do prazo informado e o produto é exatamente o que eu esperava!,2017-01-17 00:00:00,2017-01-17 12:48:11
b5f4bca1dd2976aeb590dfe5d52c06f7,18dad78c0f87f4c45ef196daeaa3ffbb,5,,Tudo dentro do combinado,2016-10-18 00:00:00,2016-10-18 18:07:44
d5cb00d607a9fcb1049e249e3622f5d9,19512a70f62306416782f963d55c8b26,4,,Gostei do atendimento,2017-03-04 00:00:00,2017-03-04 10:25:17
24a60a24e0fd528dc4386386310a90cb,195416246665b8268100ef5fde9722b4,1,,Acho que se pago frente tenho que recebero produto na minha residência,2017-02-16 00:00:00,2017-02-18 16:42:13
304470f2ff10f804a03a0db90857b2d5,1962f977f7b7b5eb73a3c2c39bbc93b5,5,,,2017-02-01 00:00:00,2017-02-01 23:54:51
30438651b2a9f883ff03c86129aed070,1970f2fb4b83ff962a75b064abc37f4c,5,,,2016-10-29 00:00:00,2016-10-31 11:33:50
fe431acef2f3b418c8ca197bc862104c,19feb5627c41ea1b36a8e50a469b3644,5,,,2016-10-22 00:00:00,2016-10-25 12:53:32
e40c852179d8d8068f524eff6a6effb6,1a2b0033f0b7a3116f00594ec5524344,4,,O produto chegou na minha cidade mas não na minha residência pois os correios são um órgão cheio de falhas com isso não levou até a minha casa tive o transtorno de ir buscar o objeto na sede mas próxi,2016-10-22 00:00:00,2016-10-22 20:00:34
35fa5e7e3020710116f5ff6df38b2a59,1a47da1d66c70489c8e35fe2b5433ab7,5,,,2016-12-09 00:00:00,2016-12-09 11:25:52
e57372ed0d7016e2e11a57ca91653cf4,1a4bf675df415785d3d9b3f3521988a7,4,,Rápido,2017-02-07 00:00:00,2017-02-13 18:37:59
eb5637aea3623f9186abce3d427148b8,1add1aa4c6e709fd74a4eb691a9fc6bc,3,,produto muito ruim não recomendo,2016-12-09 00:00:00,2016-12-09 11:59:59
faeda271ac0422948a70e0dd3df69553,1aecadf4362edaca7fa033e882076c8d,2,,,2016-11-26 00:00:00,2016-11-28 17:37:44
771ee053fb5f42c27d39f08b49ed5c2f,1b122a7be89622f672bb41380a83b69f,5,,"Chegou antes do esperado, tudo certinho",2016-12-03 00:00:00,2016-12-06 20:17:42
a6123a3915b677fd524c6e334d334d26,1b2d622f7ebb8e65f7de3e389f052540,5,,"demora um pouco pra chegar , mas o produto é excelente",2016-10-28 00:00:00,2016-11-02 17:44:12
5b3e6a4905490b42830a938b0943ee88,1b3d11cf9f92c0f7baf627ab059621f8,5,,,2017-01-18 00:00:00,2017-01-19 18:59:33
01b83a07696ae1b2778b52dc7c6de2fc,1b694ef5b28d3e949a4f0ffeb2c9fcd6,5,,"Comprei e chegou antes do prazo, tudo perfeito.",2017-01-17 00:00:00,2017-01-17 12:41:29
39b2b0ffd71eadda357559ce2b6b1f1f,1bf6db71e147c950fe9925e0be89ec4b,5,,,2017-02-09 00:00:00,2017-02-10 13:55:00
f8d01f9569a48074a6c5dc3e08ff69f7,1bfa3dbef549cf9ba5c5661ef1b63168,5,,,2017-02-14 00:00:00,2017-02-15 11:57:55
9f349799675fe490d2f235df04545309,1c47e7875c7c3bd3399467e179c5c3bf,5,,,2017-02-09 00:00:00,2017-02-10 16:47:02
8abb8dd1b12844a0af1a09b7b270a00b,1c4cafd25254eee31c8c9b8c141fb10a,5,,,2016-10-28 00:00:00,2016-10-31 16:06:12
ef470825ac59774ebaddb12dfecdbd6b,1c4deb98d216d2fda120204a5fcfb57d,4,,"estranhei porque comprei varios produtos e recebi em varios dias, todos picados, acho que devíamos ser informado disso",2016-11-01 00:00:00,2016-11-03 23:51:41
5bec0620e043423a063641e9a2900028,1cb796218c383fc54a6a4541420201d8,1,,Recebi uma nota fiscal com valor totalmente divergente. Me causou um enorme problema na empresa onde trabalho e até agora não foi resolvido. Eu não compro mais nada no stark!,2017-02-01 00:00:00,2017-02-13 11:43:59
29885b30477705f1d9c8b140dc36b963,1d4744e42dc6d786bbc9512601f7e49c,2,,Não foi o que eu esperava.,2017-01-25 00:00:00,2017-01-27 18:50:56
fea8ff7505c24afd8e0ed7d0cd7d18ec,1d5182e38de4f122947727324f2870be,1,,,2017-02-23 00:00:00,2017-02-26 03:21:20
fc1254241df5c4bf3daf18a4dcc64d31,1dd1d53c1ea5df0ef093bf150807315f,4,,O produto foi entregue no prazo. Estou satisfeito com a entrega.,2016-11-01 00:00:00,2016-11-05 19:59:17
73b30f5f8be2eaeaca05bb7a5dd1605a,1df257323bb550a9b9bb150345c42e45,3,,,2017-02-20 00:00:00,2017-02-20 10:48:27
92b34f28a0fc57e93ba89e45123762f7,1e6025fd19451c74352d0bbf6a218bf6,5,,,2017-02-10 00:00:00,2017-02-12 23:37:48
6fa6f2963c6b1c9fc98db47d01a3a99b,1e6377b497624e8fa908ee4a87e3687d,5,,SUPER RECOMENDO!!!,2017-02-14 00:00:00,2017-02-15 09:39:46
1fde0ec1f083fb2a27629ddc8b47473f,1e69dcdcbc094d39d6ba64248af906fb,5,,A compra chegou muito rapido,2017-02-03 00:00:00,2017-02-06 16:39:52
a47dfc75580e6f802c373d5783aa7ae8,1e8c2b738fde51956f03f1a59bc86003,4,,,2016-11-05 00:00:00,2016-11-07 11:05:22
34dd203e003c764c0555194bb65fe72b,1ebeec1bb9ce388ee2e00d401058ca8b,5,,,2016-12-07 00:00:00,2016-12-11 13:22:58
b64125bfb0e07f0100faed0558b66ffc,1ef09d75953043a71a73428e15bc2f5c,3,,,2017-01-26 00:00:00,2017-02-04 11:00:19
334223f7167865a50f43904738749618,1f59665af8c7408a7c633f9541644854,4,,,2017-02-04 00:00:00,2017-02-07 04:16:02
4e76adc4a5ef5f2cd6e0e5cc50113b28,1f5d62970c5b3cfedc1b2a8d15ffe40d,2,,"Recomendaria o produto porém o tempo de entrega demorou demais, mesmo estando dentro do prazo.",2017-02-14 00:00:00,2017-02-15 11:06:28
9566238008197f539da881e32ba160dc,1f66f9bfd244a5383aeb00a84ad12a66,1,,"Não recebi nenhum respáudo da targaryen a cerca do produto, apenas a stark me informou sobre o mesmo. Não sei como será a questão do meu cartão e o estorno do valor.",2016-12-10 00:00:00,2016-12-10 15:04:35
211a898069d011f6808df2b210d9940c,1ff217aa612f6cd7c4255c9bfe931c8b,5,,,2016-10-26 00:00:00,2016-11-21 11:01:44
4ff87f1806551fc96b37dd39fb26703a,200f4d883fcc701355e46b8c6035743f,3,,almofadas lindas porem meu pedido paguei por 6 almofadas e foram entregues 5,2017-01-28 00:00:00,2017-01-30 00:39:37
c490e7f7e34185db41df5bf5ce660ca6,205d7052a6505124d200f6fea6b423bc,5,,,2017-01-19 00:00:00,2017-01-23 10:51:27
4b5cbe545279c1b613a0498b627c8658,20960ecf3d6ac0b19f3818f15c8e3fc5,5,,,2017-01-25 00:00:00,2017-01-27 17:11:13
54a58d3ea80b75946ae59354ba961af7,20de77e28f73070461781b0eb6228f6f,4,,,2017-02-02 00:00:00,2017-02-02 15:48:26
8f3209e579889265c3d7784603455325,2195712688ef03e20c8053de61c82493,5,,,2017-02-02 00:00:00,2017-02-07 17:08:13
b0a1dababee5d092221979ebbe0a51ff,21aa5570514b188b031255172b1e04bd,5,,,2017-01-29 00:00:00,2017-01-31 14:20:04
0cf5c3271576152c2be4fed54e1e16ca,22266e2f8d8084cd2b5d8488164d043a,4,,Comprei 2(dois) produtos iguais e tive que pagar 2(dois) fretes. A Empresa poderia ter colocado em uma única embalagem e cobrar apenas um frete. Produto entregue em perfeitas condições. Ótimo produto.,2017-01-24 00:00:00,2017-01-25 09:29:37
d26120d9971ed6aefccc2440a5d28db5,22474d84064cd7eb4a907ba3fd8a6398,5,,,2017-02-03 00:00:00,2017-02-04 23:14:14
d36219dfadc3a5b07ab66670d23915ad,22613579f7d11cc59c4347526fc3c79e,5,,"Acho que rastreando o produto devia ser melhor e mais preciso, mas no geral foi uma ótima experiência",2016-10-19 00:00:00,2016-10-20 12:40:59
d4923511144d2fb7fc83653505284e24,2276cb38c742033aac3f4a4d67b57ab3,5,,Indico.. chegou td certinho!,2016-11-01 00:00:00,2016-11-01 23:48:56
00d4e73b0853cf1ebb24f2eb816edec7,22aa0b4e8c7855fd8d534a7692579a36,3,,o manual de instruçoes veio em lingua estrangeira.,2017-01-31 00:00:00,2017-02-04 15:31:39
d9451f0ed6da03ff0319a2fb91d341d6,22c2b8497506479028918303045751dd,5,,,2017-01-20 00:00:00,2017-01-20 22:52:57
bc9c9dec984c7e053cbf991171d12835,230c830e0ace11bcabaf63deebbee836,3,,,2017-02-10 00:00:00,2017-02-13 18:44:10
055238970385d3db87009da9c205e86b,2363f4be725c1746c141cfe7e8432910,5,,,2017-02-04 00:00:00,2017-02-07 11:31:08
ae3257388771feee70ec759f6beb7d33,23ad1ae9db6999293449603e1a247803,5,,Excelente loja e produto. Recomendo,2017-02-05 00:00:00,2017-02-06 13:36:48
8a5d1b6e99d3d1e8e59b1ee7f306cb01,24040647efd179bd506acacbbbabd838,5,,,2017-02-14 00:00:00,2017-02-15 11:19:00
