seller_id,seller_zip_code_prefix,seller_city,seller_state
3606774ec64634822d78dc2db6d37045,09510,sao caetano do sul,SP
38874e327ce94d11390b96eb42d61928,08577,itaquaquecetuba,SP
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
392e0502231ae2f8b29994ef6398cd77,18760,cerqueira cesar,SP
3985a3c45be355a4c57fde108bfabd1c,95690,rolante,RS
3be5841cdcc46de4ed3f9116f104b2c5,06473,barueri,SP
3c3017960b2dbd72711a61f0400aab8f,89251,jaragua do sul,SC
3d01d1c414c44b5943a09619ff3853cb,13040,campinas,SP
3d39fbf22a665714baf62fae36029e23,13040,campinas,SP
3f8034bfc6b8b4135534975d49f04c63,81560,curitiba,PR
41b39e28db005d9731d9d485a83b4c38,09220,santo andre,SP
41c9d3997dd3c072c31139dc5bb5761f,38182,araxa,MG
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP
432c67955c0acd1fd6b0b5d678766a71,05571,sao paulo,SP
436bf27f2f18474fc6047702e9f8a866,13041,campinas,SP
440dd6ab244315c632130ecfb63827b1,15502,votuporanga,SP
45213867cefbf2cd4c6177e10216a951,13603,araras,SP
45d33f715e24d15a6ccf5c17b3a23e3c,18015,sorocaba,SP
46dc3b2cc0980fb8ec44634e21d2718e,22240,rio de janeiro,RJ
48162d548f5b1b11b9d29d1e01f75a61,13403,piracicaba,SP
48efc9d94a9834137efd9ea76b065a38,81130,curitiba,PR
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP
4b1eaadf791bdbbad8c4a35b65236d52,14092,ribeirao preto,SP
4b90495391ac0bd181a80a459df1e718,96400,bage,RS
4bde6149c15cf7e177b36fa060dd6de8,99500,carazinho,RS
4be2e7f96b4fd749d52dff41f80e39dd,69900,rio branco,AC
4d600e08ecbe08258c79e536c5a42fee,85988,entre rios do oeste,PR
4da0e408c99d2fdc2126dc9fce518060,86300,cornelio procopio,PR
4e8dacf3d38f281ae26c3e0321d92d88,08420,sao paulo,SP
4e922959ae960d389249c378d1c939f5,12327,jacarei,SP
515d781150feed28a6ac091bb0e3cb8c,79090,campo grande,MS
5206cc4bc2297c833e6061c49bf9c43f,06192,osasco,SP
522620dcb18a6b31cd7bdf73665113a9,85801,cascavel,PR
54a1852d1b8f10312c55e906355666ee,13456,santa barbara d'oeste,SP
54aa8463e87776b5612f4bdc4bd5d4de,30550,belo horizonte,MG
5656537e588803a555b8eb41f07a944b,72015,brasilia,DF
56642bcb79900e777d68e91915cb4267,03701,sao paulo,SP
56db5c0782e8f7ddc9343f9576ff6d16,88132,palhoca,SC
575df70bde3f9f2b30bf8d2e9910d725,15075,sao jose do rio preto,SP
582d4f8675b945722eda7c0cb61ba4c7,11250,bertioga,SP
586a871d4f1221763fddb6ceefdeb95e,90630,porto alegre,RS
58e4b302b54937e55a678c4d15111da4,83402,colombo,PR
59417c56835dd8e2e72f91f809cd4092,13480,limeira,SP
59fb871bf6f4522a87ba567b42dafecf,03655,sao paulo,SP
5a8e7d5003a1f221f9e1d6e411de7c23,13076,campinas,SP
5ab05b6d86d417796c69ffd6774ec832,19815,assis,SP
5b179e9e8cc7ab6fd113a46ca584da81,05424,sao paulo,SP
5b33b527da3c5b969cc99dc435cad09a,87702,paranavai,PR
5b664594895aefb418afaee6d40a9a23,25750,petropolis,RJ
5bba18b40e8c973b0f32e748004775b0,15840,itajobi,SP
5c243662ce92d84573bfaff24c3e3700,03702,sao paulo,SP
5c603ffb38cbbf25a0e0698941324143,37004,varginha,MG
5cf13accae3222c70a9cac40818ae839,38700,patos de minas,MG
5dceca129747e92ff8ef7a997dc4f8ca,13450,santa barbara d´oeste,SP
5f0057b677eb963672bf05dfa3f16c34,01309,sao paulo,SP
5f1dc28029d2c244352a68107ec2b542,05126,sao paulo,SP
5f2684dab12e59f83bef73ae57724e45,05125,sao paulo,SP
5fd924b4836098a5be0ecf81ba054ce0,03554,sao paulo,SP
612a743d294c27884fb7b80d2b19ba35,80620,curitiba,PR
61f159ef6da2d441951d2c0efa719362,29160,serra,ES
620c87c171fb2a6dd6e8bb4dec959fc6,25645,petropolis,RJ
624f4ece8da4aafb77699233d480f8ef,05138,sao paulo,SP
62c50c1af4dfdc4149d25c5222043d39,04782,sao paulo,SP
63b9ae557efed31d1f7687917d248a8d,13720,sao jose do rio pardo,SP
64b87978a11c1ea7501a89eabe8c2c1a,19300,presidente bernardes,SP
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
6cf476a4ca74498db55cbccdaa9dcfb6,02873,sao paulo,SP
6edacfd9f9074789dad6d62ba7950b9c,07135,guarulhos,SP
6ee85be3693ed79a8e80718743d80655,03937,sao paulo,SP
6fc26fe110feebd80a433e1f012a84f9,15601,fernandopolis,SP
7008613ea464bad5cb9b83456e1e6a8f,89460,canoinhas,SC
700f03c207639c22d933381ff60b35c2,14784,barretos,SP
701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,SP
70a12e78e608ac31179aea7f8422044b,12327,jacarei,SP
710e3548e02bc1d2831dfc4f1b5b14d4,86600,rolandia,PR
725c32fa80c2faacc4fc88450d27314e,03320,sao paulo,SP
75d34ebb1bd0bd7dde40dd507b8169c3,41820,salvador,BA
76d5af76d0271110f9af36c92573f765,03194,sao paulo,SP
7722b1df1b0e383e000397b2c11e3e19,09715,sao bernardo do campo,SP
77530e9772f57a62c906e1c21538ab82,80310,curitiba,PR
7a073a40a9d3f1fee8bc45670ea1e909,86040,londrina,PR
7a67c85e85bb2ce8582c35f2203ad736,03426,sao paulo,SP
7b07b3c7487f0ea825fc6df75abd658b,02016,sao paulo,SP
7c67e1448b00f6e969d365cea6b010ab,08577,itaquaquecetuba,SP
7d456afc660226829370f3173d14520c,08820,mogi das cruzes,SP
7dc8c42cc750eeafea6c85712ffee9bf,05424,sao paulo,SP
7e93a43ef30c4f03f38b393420bc753a,06429,barueri,SP
80e6699fe29150b372a0c8a1ebf7dcc8,83323,pinhais,PR
817f85dbb65aa3e70831d90fe75cdf89,18530,tiete,SP
822b63912576852aea9a8436d72317b7,13840,mogi guacu,SP
827f8f69dfa529c561901c4f2e0f332f,81880,curitiba,PR
82bd0703a4aefd6b599e5bfdaed378fb,17510,marilia,SP
834f8533b2ecb6598dd004ff3de7203a,05181,sao paulo,SP
83e197e95a1bbabc8c75e883ed016c47,25900,mage,RJ
8581055ce74af1daba164fdbd55a40de,07112,guarulhos,SP
85d9eb9ddc5d00ca9336a2219c97bb13,31255,belo horizonte,MG
86bb7c4b535e49a541baf3266b1c95b1,14401,franca,SP
87b740daf17b5d1be335a64164ec6842,08615,suzano,SP
87f3e35268860433e13d577825aada95,12955,bom jesus dos perdoes,SP
891071be6ba827b591264c90c2ae8a63,03872,sao paulo,SP
897060da8b9a21f655304d50fd935913,14092,ribeirao preto,SP
89bc797e2e29667aa035d4368f9b7f92,02969,sao paulo,SP
8a32e327fe2c1b3511609d81aaf9f042,02443,sao paulo,SP
8a87611c08849ffeeccab52aa798b6c7,82940,curitiba,PR
8b11118053756a9a2932f447e11fc1b5,17350,igaracu do tiete,SP
8bd0f31cf0a614c658f6763bd02dea69,01222,sao paulo,SP
8c16d1f32a54d92897cc437244442e1b,89023,blumenau,SC
8cbac7e12637ed9cffa18c7875207478,89254,jaragua do sul,SC
8d79c8a04e42d722a75097ce5cbcf2ef,61658,caucaia,CE
8d92f3ea807b89465643c219455e7369,03052,sao paulo,SP
8e6cc767478edae941d9bd9eb778d77a,38442,araguari,MG
8f119a0aee85c0c8fc534629734e94fd,06440,barueri,SP
8fdca8e349553f99bc738833a62c8802,02189,sao paulo,SP
903037660cf848a717166eb7a06d616e,05734,sao paulo,SP
933446e9a59dece7ae9175103820ca8f,81730,curitiba,PR
939f6e231201f26803cb5c3a3d2940b3,17051,bauru,SP
93b9a99027bd8bd6af682aff18dd19bf,07600,mairipora,SP
9535a841eecebed61a9fb1ac1cbb5597,01208,sao paulo,SP
9646c3513289980f17226a2fc4720dbd,12215,sao jose dos campos,SP
973f21788dfab357250f69a8dcb7ddee,35530,claudio,MG
989becdce12ebc39863c2bceab6f3ca1,81730,curitiba,PR
999f6d9a1c7c81f43be44c6b7d076210,05269,sao paulo,SP
99eaacc9e6046db1c82b163c5f84869f,14400,franca,SP
9baf5cb77970f539089d09a38bcec5c3,13330,indaiatuba,SP
9c3c24eca51c52b91c1de727d2a2ae06,95020,caxias do sul,RS
9de4643a8dbde634fe55621059d92273,89225,joinville,SC
9df5750209b83567ec144eb299d7d634,93032,sao leopoldo,RS
a36ac007a4d18f865c8d32c3b2402c2d,06455,barueri,SP
a36b125ac6d5fdbc7f50de85c9157bdc,14020,ribeirao preto,SP
a3a38f4affed601eb87a97788c949667,89204,joinville,SC
a416b6a846a11724393025641d4edd5e,03702,sao paulo,SP
a425f92c199eb576938df686728acd20,81050,curitiba,PR
a7f13822ceb966b076af67121f87b063,08577,itaquaquecetuba,SP
a888faf2d1baececa6baf9c3d603ee1f,87502,umuarama,PR
aac29b1b99776be73c3049939652091d,38408,uberlandia,MG
aae3bfea055532c57fb453ed3ec80b30,09271,santo andre,SP
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC
ae9690c6e8fee182c28c9ff8e11ca52c,04361,sao paulo,SP
afa6714acee029b2dfdf357e5579cc03,13690,descalvado,SP
b1204cfda1d4948679db3cfc0d3cb95c,07170,guarulhos,SP
b127efdabeffb5d559349c7b172eb75d,04308,sao paulo,SP
b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP
b17b679f4f5ce2e03ce6968c62648246,14090,ribeirao preto,SP
b1aaae6b66ad3c40f54b389d7ea4bee0,04714,sao paulo,SP
b1fecf4da1fa2689bccffa0121953643,79107,campo grande,MS
b2ba3715d723d245138f291a6fe42594,03470,sao paulo,SP
b335c59ab742f751a85db9c411a86739,38442,araguari,MG
b499c00f28f4b7069ff6550af8c1348a,13481,limeira,SP
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP
b76dba6c951ab00dc4edf0a1aa88037e,03237,sao paulo,SP
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG
bac44fa8e13424950488659b5f765c41,04534,sao paulo,SP
bb135baca94c82fcb731335ad5b04a03,04362,sao paulo,SP
bd4ff04377f974574f7f0bf9d6ce7dde,17370,santa maria da serra,SP
bf100ecb7997df312b285358fb32f92c,83070,sao jose dos pinhais,PR
bfd938b22bc99bce1ae60dc602889f52,22775,rio de janeiro,RJ
c12d7463a579237ffb9248bd7cff378b,08275,sao paulo,SP
c273175f7c6c80fb02f051e2fc6d0d72,05849,sao paulo,SP
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
c43d924a0f1688ee9fae0efcd6f539d4,20710,rio de janeiro,RJ
c542f5a8c64d973f30e9df8d06f70b4a,02013,sao paulo,SP
c7dcd301ecfe5ab7f778ac172cf74be7,30120,belo horizonte,MG
c9a06ece156bb057372c68718ec8909b,73020,brasilia,DF
ca3bd7cd9f149df75950150d010fe4a2,04361,sao paulo,SP
cab85505710c7cb9b720bceb52b01cee,02252,sao paulo,SP
cac4c8e7b1ca6252d8f20b2fc1a2e4af,13347,indaiatuba,SP
cb5df0dcb9e280b1780e9d589889f2c7,15115,bady bassitt,SP
cb8bcce248bb1fb274ba762d8b971456,37540,santa rita do sapucai,MG
cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP
ccc4bbb5f32a6ab2b7066a4130f114e3,80310,curitiba,PR
cd06602b43d8800bd0afad514919d35c,04119,sao paulo,SP
ce27a3cc3c8cc1ea79d11e561e9bebb6,03006,sao paulo,SP
cf281cf8b7affbdfe751b29cc85580e1,61760,eusebio,CE
d03698c2efd04a549382afa6623e27fb,45658,ilheus,BA
d101c6da914ae3d53f7bee42283f2fe2,08072,sao paulo,SP
d12c926d74ceff0a90a21184466ce161,02634,sao paulo,SP
d1a1b40ec554c593a1a99366746289dd,85501,pato branco,PR
d379f449f2a3b271bc01c0782020f705,35500,divinopolis,MG
d4d99b60c4c94cd35acd502cec65dc8d,04904,sao paulo,SP
d4f91e8be86b38da2ee35bc489645a9d,12512,guaratingueta,SP
d50d79cb34e38265a8649c383dcffd48,08290,sao paulo,SP
d66c305afaec317ebee552073a674429,33936,ribeirao das neves,MG
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
dbb9b48c841a0e39e21f98e1a6b2ec3e,03929,sao paulo,SP
dc317f341ab0e22f39acbd9dbf9b4a1f,94910,cachoeirinha,RS
dc8798cbf453b7e0f98745e396cc5616,05455,sao paulo,SP
dd264199fc8b687ad029de7de6d760e6,85815,cascavel,PR
dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG
ddd51ae8cda92f3995a51fc0f0f3eec7,23062,rio de janeiro,RJ
de66a66f2dd06bb9ec37aa96987466a3,20910,rio de janeiro,RJ
debe6615cd90cc0c2eac2b8988e1f628,04282,sao paulo,SP
df560393f3a51e74553ab94004ba5c87,87900,loanda,PR
e24fc9fcd865784fb25705606fe3dfe7,12913,braganca paulista,SP
e2aee0892199b1d92530e371abd825bf,86600,rolandia,PR
e3b4998c7a498169dc7bce44e6bb6277,03635,sao paulo,SP
e48b04bf1aa1ef711caebeb7aede6180,80240,curitiba,PR
e5a38146df062edaf55c38afa99e42dc,01233,sao paulo,SP
e8f6dc8e6a1dcde89d20e3995c8d90b3,03476,sao paulo,SP
e99e927c81e3f51739c94fcdfca9f10f,38400,uberlandia,MG
e9d99831abad74458942f21e16f33f92,03542,sao paulo,SP
ea6b12bf9ffe2bac34602ec631d97a47,07093,guarulhos,SP
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP
ecccfa2bb93b34a3bf033cc5d1dcdc69,81810,curitiba,PR
ed49da7cadefc454d6a67de249eab240,05571,sao paulo,SP
ed859002ad59dbf8cf3602696a6c3000,86035,londrina,PR
ed9eef5be0992d413d251fadba1a410d,13845,mogi guacu,SP
ef506c96320abeedfb894c34db06f478,03569,sao paulo,SP
f0563bacf40c311f1c4d3d6b67b8a7a7,88704,tubarao,SC
f09b760d23495ac9a7e00d29b769007c,15802,catanduva,SP
f235413f677777a0738ff215d0184901,17250,bariri,SP
f41ce2e25237f9092cd8e6e7516c7a2f,07013,guarulhos,SP
f4aba7c0bca51484c30ab7bdc34bcdd1,01031,sao paulo,SP
f5b84683a9bf9e1df748cf40f601b39c,01127,sao paulo,SP
f5f2ab9bdb6b30c14c61be68c5ed37da,13660,porto ferreira,SP
f650a9708fa1bab22bdd8d3a818cc415,88901,ararangua,SC
f67efa3f0b6761102a7f8c6b7b571f5d,82300,curitiba,PR
f7496d659ca9fdaf323c0aae84176632,04156,sao paulo,SP
f8db351d8c4c4c22c6835c19a46f01b0,13324,salto,SP
f9f68daa2af419d38f745478bcb3da1a,13180,sumare,SP
fa1a9dec3a9940c072684a46728bf1fc,88820,icara,SC
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
fa40cc5b934574b62717c68f3d678b6d,02310,sao paulo,SP
fa5fdc4e4bb6bd1009ad0e4ac4096562,09111,santo andre,SP
fedaedd3ca31d56ab33e92035e4b361c,24310,niteroi,RJ
ff314fa6033cc68ec451c47aee2d6ba4,05424,sao paulo,SP
ffff564a4f9085cd26170f4732393726,13070,campinas,SP
