order_id,payment_sequential,payment_type,payment_installments,payment_value
2e32dea8a4d1ae5499a67674b387bc6a,1,credit_card,1,51.94
2e7a8482f6fb09756ca50c10d7bfc047,1,credit_card,1,136.23
2e84d66424ec0ddb081078d1411fb1db,1,boleto,1,76.66
2e8e21db96a8ab922e51cd297678c6b2,1,credit_card,1,87.29
2f371d97b4ea52be4c04ef49bb4f31ff,1,credit_card,4,346.38
2f9d4ee8ca77fe0951ebfe9064cad953,1,credit_card,10,105.19
2f9d791088532b218b41f892cc16073b,1,boleto,1,18.62
2fbb05b3ee700e1897b9fa501e416005,1,credit_card,3,80.94
2fd1c83dd4714cf3cf796fffb6c8de62,1,credit_card,7,192.19
3005c05dbcb19ff903a28b5d654bb1cf,1,credit_card,1,71.71
3027797ce35841bf74917c0b0ea1a38d,1,credit_card,2,176.23
314c025c229f30a1b32658c7555269b8,1,credit_card,1,77.06
315da0cfbc485bb00c12a581077cf7b2,1,credit_card,5,81.09
319ccdc182a8c5d60b228310a6432460,1,credit_card,10,709.93
31b0dd6152d2e471443debf037ae171d,1,credit_card,1,60.7
31b0dd6152d2e471443debf037ae171d,2,credit_card,1,10.5
32339685fefe9062d33175a4bc12d555,1,credit_card,1,43.86
323dad8c483c7f8b818a825d257f4aa0,1,credit_card,1,38.62
329465dad46fffab333860e92e7ac984,1,credit_card,3,224.98
330a8410950e2c8bd89631999a37b2c9,1,credit_card,12,147.55
3312588178a16638759fca54495ef50d,1,credit_card,10,628.35
3379d980824f0aa5dab057f2530759bb,1,boleto,1,87.9
338cd98c972c8d9b015759974ca7446c,1,boleto,1,64.42
33ef079ec39c1b46e6e552e038e67c5b,1,credit_card,6,62.65
340be9cc41d50a5233f4849d93d8d2f1,1,credit_card,1,29.43
3440f090efa1949bc4e9ebd0b89b2b6c,1,boleto,1,69.45
3498a243e9fe88c9c4ce97bf7fa4617c,1,credit_card,1,28.64
34ac523be174284d7b9df8e47bce2040,1,credit_card,2,108.12
34bf4feda1e203af64692d97c6950c39,1,boleto,1,19.62
34c718970b33419ed6d537a90366231b,1,credit_card,6,134.8
35444785eacb17aeda6810ebd8dd188e,1,voucher,1,67.96
354a5b90cf468691c4b06debfd2c8115,1,credit_card,3,87.99
3568894fa3afedc367d3a4816983dceb,1,boleto,1,339.53
356b492aba2d1a7da886e54e0b6212b7,1,credit_card,4,267.49
35b8e54d765e6b217e2dc5ab34f6b323,1,boleto,1,218.87
35d3a51724a47ef1d0b89911e39cc4ff,1,boleto,1,62.33
35d8c6d5e060ad24271ffda186312ef8,1,credit_card,3,192.56
3630513f30286ed696e4a2e36c79ae3c,1,credit_card,5,105.74
36989eb07a0de2d3d3129eea35553875,1,credit_card,10,101.44
36aa7a4fce4353a2a7f6d2aa9448900f,1,boleto,1,36.04
376cc9a8f827d17966ea7c4b182f4426,1,credit_card,1,71.21
37d24e9a88068283d102aebd4f765133,1,credit_card,5,107.27
389815397a4bcdf3dcf64b90c25b3140,1,credit_card,4,45.49
38bcb524e1c38c2c1b60600a80fc8999,1,boleto,1,11.62
38c5c2886f2aab75bb1ae3f79a3f300d,1,credit_card,3,64.48
38e2829123a2bd1cbe111564824d0abb,1,credit_card,4,239.64
38eb881851d90ec36b46d10b81792089,1,credit_card,7,72.18
3937ff0dcfc2d3e0ccf73d9b6521611a,1,credit_card,9,96.65
399775d0638168dfd529422f995fcc41,1,boleto,1,259.99
39d0be719247e3b3a38846ba810197ea,1,credit_card,1,121.01
3a1756d7060a993e85f1614b43da0c03,1,credit_card,3,215.76
3a6cac3e6717e6a7ee4cb28aaa149a91,1,credit_card,3,219.89
3aa0a75931f649d9e3e83aaa9d6a95e7,1,credit_card,1,268.53
3aa779fc4b813797c16ac4f02fe808ec,1,credit_card,1,149.62
3aa9ae345c5bf7396e8b237717c470cf,1,credit_card,1,150.22
3ab4eea6776259ae8dfbabaeffece352,1,credit_card,8,387.8
3ac963599c50b9beedbcebb47eb33af9,1,credit_card,2,123.04
3b2ca3293a7ce539ea2379d704fa37ce,1,credit_card,5,184.87
3b64ff25a4610fb5599e4fd09f907501,1,voucher,1,162.1
3b697a20d9e427646d92567910af6d57,1,boleto,1,45.46
3bcf5ba4eec8b84af7663e2e261957cc,1,credit_card,3,39.11
3bd5b53dee9d54938f56208bcc03d855,1,boleto,1,66.7
3be9883ba4ef261dc194228abc739d0c,1,credit_card,1,41.32
3c116d50bb76160ee1d7a2e8f5791427,1,debit_card,1,54.42
3c3ca08854ca922fe8e9cedfd6841c8a,1,credit_card,3,45.96
3c4f38e27c5f6f27be39c8a2932c43e1,1,credit_card,7,370.72
3c54678edd9d58abadd6af16d0bce506,1,credit_card,1,53.46
3c6f2c25e0bc1279d17395ec365ea14c,1,boleto,1,60.95
3ce4038922670fead496aeae61a8a393,1,boleto,1,19.62
3d58fd1ee438a43f2a826dda6b013519,1,credit_card,3,61.06
3d668965eb89ea475911ce3364f73b07,1,boleto,1,100.64
3d7d60b10ba4b43cf6f6d5df2e933f67,1,voucher,1,3.02
3d7d60b10ba4b43cf6f6d5df2e933f67,2,voucher,1,3.47
3d7d60b10ba4b43cf6f6d5df2e933f67,3,voucher,1,21.37
3d7e8f32f5b59e005ccfc1076b4040b5,1,boleto,1,85.08
3e9334d33c1e64167920675211fb1aee,1,credit_card,1,65.11
3eceaafe1639eb6b25f3cd604891c218,1,credit_card,1,45.52
3f72d2b757e725cd48a4726f831c7789,1,credit_card,10,267.49
3f913d30288c117e41ffe5cc74743dc9,1,voucher,1,50.63
3f913d30288c117e41ffe5cc74743dc9,2,voucher,1,47.92
3ff04db80f0b2c359e8e47fdb913d826,1,credit_card,10,691.0
4047217c6029782c1996e3cec14ef005,1,credit_card,4,196.32
40599d3d28b75746952ded75566637b9,1,boleto,1,20.62
4079df924e51e553825e62f9f8995d59,1,credit_card,8,239.9
4152a677b7acfa7fdab8dc8e1dd436eb,1,credit_card,1,216.15
4269e9f98b1e74f0732bc93de6aaca6f,1,credit_card,8,331.21
42c5091238dc63339c79f5f35f8a5a6b,1,credit_card,6,338.68
43a5d40681ed4ffe2ed88d6fb2639545,1,credit_card,3,81.78
43d29c6fc78c31c80080d85e5260a9fb,1,boleto,1,19.62
43f8e020752c67130ddf027e0297291a,1,credit_card,10,102.69
4418075144d646b6ecb7228571cec59e,1,credit_card,8,109.9
4421f094ff828b78aba6d18db005821d,1,credit_card,4,89.08
444ba35537c4a2b24c3bf2e576ee98ac,1,boleto,1,140.91
44ed09232a24ad29cf2457b2780e806b,1,credit_card,10,273.62
452b706af12e25e6c8c740b4dc493ab0,1,credit_card,4,84.59
4551b488487e6cfa31f9e35073d3c5d4,1,credit_card,4,104.6
45973912e490866800c0aea8f63099c8,1,credit_card,10,401.3
45bff70fb7b99a5a33bc8ccb3786e170,1,credit_card,2,76.47
45ec58d30f2023e4dac16d956a657ddd,1,boleto,1,87.51
46046adea0e222a29259bad3d922fee8,1,credit_card,7,214.98
46081612169925ef8882b3bbf1c5011d,1,credit_card,2,146.93
464de32dc84484c1d26df3e8e38e708b,1,boleto,1,15.62
46936461f0c4e3c80b9289ce5fc1682a,1,credit_card,1,150.89
469f0b908881368c45917f1bed8240ce,1,credit_card,9,95.17
46e61fd85afa09032021c9b0b507b693,1,credit_card,1,23.96
46f05e5ae3a2b822e2f4148d99f69ca4,1,boleto,1,125.82
4723d255a158f5b6c5a872264e3529c5,1,credit_card,4,68.72
47378b461210a310c95e17323f7dd726,1,boleto,1,144.14
4799c38fa3f9263d65b42c5f923538c6,1,credit_card,1,181.84
481f2db41ea6571226192db2b584fa6e,1,credit_card,2,45.49
48ae7afdc684e9aff52a26bb84bce016,1,credit_card,5,60.55
48c43415ea1c4af9afa92542183b6e55,1,voucher,1,11.87
48c43415ea1c4af9afa92542183b6e55,2,voucher,1,21.65
49268496ecf8148bd16540c2a23c6c70,1,credit_card,2,147.21
494c2e94dcd29167f5fe359a45aa879d,1,credit_card,3,237.09
49c89a2aba7f8f079681f6967d846465,1,boleto,1,39.95
4a571f5e71e16ce232386c80d485db65,1,credit_card,1,49.72
4a65f44b9d88b8af9f97037e89366abe,1,credit_card,6,309.54
4ac9d969022c4a7ba509b39bb0f3d36c,1,credit_card,1,42.1
4b038a7f8dfc36755eca741381e379e3,1,credit_card,5,155.2
4b7c1bc59d4ec725d8530c19ec09b06f,1,boleto,1,114.77
4baa3882a6f5d47e5ac98cd10c942c4f,1,boleto,1,231.42
4ccd8da82485c892ae90284af589153a,1,credit_card,1,123.06
4ceb9336411700f9568db2ef11bda594,1,credit_card,4,218.08
4d1f73fde643f7a1d08d400816850265,1,credit_card,10,102.15
4d2c3fb1909604d5f9474e4675971ef2,1,credit_card,2,117.96
4d66b3a9d12facad48a3b23cc9fe7898,1,credit_card,1,107.41
4d7a365119241cbd17c7afb5b39bb9a0,1,credit_card,10,327.9
4d9aeb0219e736ad9dd72af9f25b3f88,1,credit_card,1,50.86
4dd47e84e6b8ff4a63d0b8425e6d788e,1,credit_card,2,313.58
4deb2316dadf42f0daa6b8965d384ba8,1,credit_card,5,157.8
4e36d0170c671378f49f701a810360ae,1,credit_card,10,389.43
4eca6c2d172953276c75dd0e1bedce25,1,credit_card,2,74.83
4ed01120b6d2cbb2a2fe37897f9611f4,1,credit_card,7,399.99
4fb7f38042d214ada4d81cc23d228cc8,1,boleto,1,74.74
4fe2e8b329e56a00aba9b0136b46f00f,1,credit_card,8,82.97
50013835d7b14aefb452825864d3e414,1,credit_card,2,74.76
500e2838d85214e92e2c15b2fd5303b7,1,credit_card,1,60.0
509a52223ecac6d67fb765b3b37c6974,1,credit_card,2,65.7
50f357099566f1be7abfaf8d9dc5b004,1,credit_card,1,51.8
51725d3e4bdfc97e28b40543310da8a3,1,credit_card,7,149.54
517e0a52c193102990befc46a5c5245a,1,credit_card,7,91.16
51b79a492b5e53504ce70340ce111374,1,boleto,1,64.46
51ceba3ba51d4b4543e7f78e181e0ba9,1,credit_card,1,104.3
5204d67853f827d1ee32810bf8f2d6c2,1,credit_card,3,86.59
5204d67853f827d1ee32810bf8f2d6c2,2,voucher,1,74.65
5226f1a731e8a1215da5e1bea64e2130,1,boleto,1,113.32
529c56bdb881d790cc51c6eea4f7b004,1,credit_card,1,162.9
53cd36155a7bf507095985b2f26368a5,1,credit_card,1,30.86
5497655681652e7e1306139bb5d04a14,1,credit_card,1,44.42
54bb06e1ca86bd99ee2a8d6288bf4ede,1,credit_card,1,90.23
54d744a4410b1edccc36c6d1f1c7e097,1,credit_card,9,146.01
55090b3dd39aed5a2019b57cce6b174d,1,boleto,1,125.09
552e0a8dae101e32155120202f427b71,1,credit_card,4,459.14
555761ab2426364f42e9e018047df4e0,1,credit_card,2,113.17
5582d9b46edf97ccc2f3b993c39ace3e,1,boleto,1,33.95
55b2e390d5d80ada31ad1b795ebeb087,1,credit_card,6,131.4
566f53fc7d36fa366f7e221468121877,1,boleto,1,85.6
56a726fa0f40d3678696e62aaed9690d,1,credit_card,1,27.81
56a726fa0f40d3678696e62aaed9690d,2,voucher,1,33.05
56eb381fff8db8d35134693062514084,1,boleto,1,112.78
56ef80c564f6fd57cc662adee0379746,1,credit_card,4,49.42
57c0b0276ce0eaf721a4424bf077ce8b,1,credit_card,2,260.7
587a39d6ab7297ee16b3d5ebdaa0f776,1,credit_card,4,180.81
588454faf6ae4ce8b0f387e19b7115a2,1,boleto,1,88.29
5897449bce69856d88610b3c0f4f63b5,1,boleto,1,199.36
58c851c107a9a3e21e03a9e2a1951d12,1,credit_card,4,374.28
5933483834803a0e8e9fcd26cdb3774d,1,credit_card,7,101.92
594bad57a253656f86d8282c5365be89,1,boleto,1,192.9
5965b589a33443dd1f820eb7df39762a,1,boleto,1,19.62
59db0cf65fd439e6e76ec105e3aa421c,1,credit_card,1,42.9
59e7ca596664da0a459a145eb95cc9c5,1,credit_card,10,342.69
59f26737bbeea8142a7e982cfce13e7a,1,credit_card,4,194.85
59fa27082bb77c5dbd8a6568f3b34380,1,credit_card,1,144.94
5a1b8ce8aee70bd3445109304936c826,1,credit_card,3,305.44
5a37429384be05ca14780e4989543688,1,credit_card,1,20.58
5a37429384be05ca14780e4989543688,2,voucher,1,54.01
5a4cc097e0e591ab3f150524b83d81af,1,credit_card,1,135.85
5a7ae4ca802c14fdff19558a4fee8727,1,boleto,1,182.65
5b1376fe61863fe3508011db309e35fe,1,boleto,1,177.28
5bda3e4d7080c484cd646a53165a7892,1,credit_card,1,165.68
5bda3e4d7080c484cd646a53165a7892,2,voucher,1,250.0
5c5177333fb1fce1f4bb65868988f204,1,credit_card,1,81.57
5c5c9fde60ffb741545cf2608e8c12ca,1,credit_card,10,613.78
5c973d2b4652e1dec15353b59339f3b4,1,credit_card,10,363.51
5cb8558cbb7c0c2f00f43468579d3e3c,1,boleto,1,40.15
5cc475c7c03290048eb2e742cd64cb5e,1,boleto,1,82.69
5cd498954e2b37d71b315166809b4bd7,1,boleto,1,181.59
5d36e8ca3ccd1262b7641467fdba0b8e,1,credit_card,1,102.9
5d5b8c94e2bc6b963da5af8a4b02bf08,1,boleto,1,80.55
5d6e9993ecc20a59e637ce711858d081,1,boleto,1,44.02
5d97051b2fbe2d850d8c195e054735b4,1,credit_card,1,83.0
5da2004d85f2828349d887c989da2adc,1,boleto,1,34.42
5dc269b7c4dce1624653e914a1b739f5,1,credit_card,2,88.23
5dccad03ac8016afdcdb7cc0227ec9d7,1,credit_card,1,81.54
5de59551c282b892ae9ff238fd557145,1,credit_card,1,43.86
5f4c8250b9e6ee47971e0b19da4aa0f2,1,credit_card,10,783.22
5f834cc4ee109c58dff88c60b8ba5ecf,1,credit_card,1,96.23
5fe46d14177744ae2180101ce19bb414,1,credit_card,2,41.18
5ffbbd67f14392efe8fd533d38cd1338,1,credit_card,4,226.98
60762802b48bb6d256d55b013d115013,1,credit_card,2,263.93
60856ac7677a70cd87ad25d9b34d051b,1,credit_card,1,25.96
60e2fe3a23e71c24f3ab0f648ebd6a8f,1,credit_card,2,106.52
