order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
08d7ec7381dc51d41a0e4d86314b7a98,1,7fd93eccaf2d461cb6bc4bbd1aa91f1a,4d600e08ecbe08258c79e536c5a42fee,2017-01-14 17:18:09,699.17,20.59
08e617c0a81895c4d5f6ab1e4a20fad0,1,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.5
08e617c0a81895c4d5f6ab1e4a20fad0,2,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.5
08e617c0a81895c4d5f6ab1e4a20fad0,3,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.5
08e617c0a81895c4d5f6ab1e4a20fad0,4,29d2735be03e1169db0545c3741c74e5,e9d99831abad74458942f21e16f33f92,2017-01-31 14:01:20,29.99,4.5
08edff712f0cd04883215bdb5b0d7c7f,1,5e80fe2cee2f6de9a494047ed35a2fe3,e5a38146df062edaf55c38afa99e42dc,2016-10-12 16:34:44,69.99,12.09
091ac0791556275533697b36e2b00ff4,1,ff5f8606556b625613f069a5a9a48966,8cbac7e12637ed9cffa18c7875207478,2017-01-30 14:29:25,35.0,20.43
091ac0791556275533697b36e2b00ff4,2,ff5f8606556b625613f069a5a9a48966,8cbac7e12637ed9cffa18c7875207478,2017-01-30 14:29:25,35.0,20.43
091ac0791556275533697b36e2b00ff4,3,ff5f8606556b625613f069a5a9a48966,8cbac7e12637ed9cffa18c7875207478,2017-01-30 14:29:25,35.0,20.43
0927a4ea2d6af04c6e8a1aecd4f9951d,1,baeb8e1a680cf9e1f13557d74b6cec3d,a36ac007a4d18f865c8d32c3b2402c2d,2017-01-26 21:25:01,129.99,16.02
09b38400b1601bc9dea9de02c710857f,1,8338cef8355d238f43711dcb9c0657b2,cca3071e3e9bb7d12640c9fbe2301306,2017-01-27 13:23:49,45.9,14.52
09d557bf440b6c3b40cacfbb24fd5e28,1,5b8423dc7f23089c9c59c5d140eb5a1c,a3a38f4affed601eb87a97788c949667,2017-01-15 20:12:38,129.99,29.19
09dd83f72b2516179cd46b81121fad23,1,6d2928252aa5ba6a5fc439571dd0d748,ce27a3cc3c8cc1ea79d11e561e9bebb6,2016-10-16 04:02:06,58.0,21.99
09f58c00f941827ab206de7796785e44,1,55ba658d5c2f0b1f118f98c36fe3fa04,48efc9d94a9834137efd9ea76b065a38,2017-01-09 16:05:07,8.9,8.72
0a0837a5eee9e7a9ce2b1fa831944d27,1,583916a5dae918f5e89baec139141c54,3481aa57cd91f9f9d3fa1fa12d9a3bf7,2016-10-10 11:43:22,49.99,15.51
0a1ad2c293c3baacc6b2c2d442c71acd,1,f27f59721d5a9cb39432b91f812ee308,436bf27f2f18474fc6047702e9f8a866,2017-01-22 12:51:23,29.9,14.52
0a2d541ba7c40984543d72b5eb0abcba,1,6bf1cd252d73626ab181be470f56e07b,8bd0f31cf0a614c658f6763bd02dea69,2017-01-27 13:40:55,37.99,11.73
0a5d7e24850c68bf00d39bd62a9a45ee,1,a8fe47ad6f852f93cc92c7b408687de3,aaed1309374718fdd995ee4c58c9dfcd,2016-10-14 00:23:11,62.9,17.35
0aaf52291c13507e7fe4f565f079ad9a,1,25a1c5b2e0ccbf703cb7b69ffebfaf38,56642bcb79900e777d68e91915cb4267,2017-01-28 08:52:34,48.0,15.56
0b1e73fa546894ad7310916b480de067,1,4a90b44b456e79e7a33435fdd36e551f,c9a06ece156bb057372c68718ec8909b,2017-01-15 11:21:23,380.0,39.06
0b6d11d4a289a1574e8888f2558dd548,1,d4d538563de6b49c547e6997f0f8be32,5a8e7d5003a1f221f9e1d6e411de7c23,2017-02-01 16:03:15,59.9,15.63
0bda8164c1a12b6a388ebec8559ee287,1,036bcd084feae22f3a997f5080ec30df,48efc9d94a9834137efd9ea76b065a38,2017-01-09 13:36:07,6.9,8.72
0c1f5fca68708d9a22f8a9fe30b5c588,1,30469bb5ea377eae7121981e2f0778e4,80e6699fe29150b372a0c8a1ebf7dcc8,2017-01-26 13:14:39,113.0,20.09
0c22166d9f7e5761e397affa5af438c7,1,d0ae5110da1575c15853f122de459f4b,b17b679f4f5ce2e03ce6968c62648246,2016-10-14 12:02:28,90.0,26.89
0c3a7b14aa5e70ef5991122f6bb552de,1,f07ef9dd6e2d9a366ff30a25e210be70,62c50c1af4dfdc4149d25c5222043d39,2017-01-30 10:44:38,137.99,16.67
0c5d85fbd4b20a1d9d5fc6a29e739f36,1,9d374944ce89ce9afd8c8f79fb7f3bc9,9646c3513289980f17226a2fc4720dbd,2017-01-29 18:04:52,30.0,20.8
0c7fc95baa5e16992ed412ccea7f28b3,1,9805b37a2e4983fb5dbb5c8168590c44,d101c6da914ae3d53f7bee42283f2fe2,2016-10-11 03:10:07,89.9,23.27
0c8675dc2e52ab52977a76d810e45303,1,73026ce2daa69ea29901945b1f915846,b1fecf4da1fa2689bccffa0121953643,2017-02-01 15:55:11,89.9,18.0
0c995611a99f81268d859184a416f1db,1,d75fe2da6eb275eafad5535fff7a2005,014c0679dd340a0e338872e7ec85666a,2017-02-14 00:20:22,110.0,18.2
0ca768c507d1fc3c61bd950bb1c5231a,1,83a26c42a5f94b7456425cd0cd20daf8,46dc3b2cc0980fb8ec44634e21d2718e,2016-10-21 16:28:00,94.99,17.53
0cb316841c24af560f6af0e3fb36137a,1,cb07b3df7c64648bbeceb85cacd464c9,62c50c1af4dfdc4149d25c5222043d39,2017-01-28 21:33:15,144.99,26.95
0cb316841c24af560f6af0e3fb36137a,2,cb07b3df7c64648bbeceb85cacd464c9,62c50c1af4dfdc4149d25c5222043d39,2017-01-28 21:33:15,144.99,26.95
0d9664d8da1dc4337269071b39e19423,1,eba7488e1c67729f045ab43fac426f2e,620c87c171fb2a6dd6e8bb4dec959fc6,2016-10-10 22:37:21,249.9,17.59
0daff24b7abb3accd3e2638a0d5be0a0,1,9ff668529410eefd5bca723acb4834c1,cca3071e3e9bb7d12640c9fbe2301306,2017-01-22 20:06:50,99.9,15.81
0dbfda5b69f9f25250969962f70929e9,1,ca38c039b717207dec906f4fa9a21db7,59fb871bf6f4522a87ba567b42dafecf,2017-01-20 00:05:37,164.99,25.29
0e556f5eafbf3eb399290101b183b10e,1,aafec8ef0f0e7bf2f2b811450df61818,0ea22c1cfbdc755f86b9b54b39c16043,2016-10-10 19:31:39,24.9,22.93
0e556f5eafbf3eb399290101b183b10e,2,aafec8ef0f0e7bf2f2b811450df61818,0ea22c1cfbdc755f86b9b54b39c16043,2016-10-10 19:31:39,24.9,22.93
0e660617f70b9a3f6bfd3919b49450ab,1,2b5bed5ddd304876b5d0c3eca2b6cbce,cca3071e3e9bb7d12640c9fbe2301306,2017-01-25 11:14:16,89.9,17.37
0eaa4845a6182d6b72de720fb976abd4,1,6cdd53843498f92890544667809f1595,ccc4bbb5f32a6ab2b7066a4130f114e3,2017-01-24 18:44:09,349.9,17.66
0ec04706b50b8bc69a14dff0d6a26f13,1,66f01f544ba693e1a1a7428caec79279,575df70bde3f9f2b30bf8d2e9910d725,2017-01-31 19:33:54,259.0,9.0
0ec04706b50b8bc69a14dff0d6a26f13,2,66f01f544ba693e1a1a7428caec79279,575df70bde3f9f2b30bf8d2e9910d725,2017-01-31 19:33:54,259.0,9.0
0ec61157a488963fe217233f74c52760,1,895fc53d66ecb6c1afc40138dbc2a73c,c43d924a0f1688ee9fae0efcd6f539d4,2016-10-14 11:04:05,29.9,15.11
0ed46f17da8a1c3bd0ed5fdfc50decc4,1,20e37962088a4061d3578def47a8648b,cca3071e3e9bb7d12640c9fbe2301306,2017-01-16 22:23:11,64.9,17.29
0efd0bc268d34da3f01f4ff25a6d4335,1,6dab56beb5263f0d554cae5c55809208,f4aba7c0bca51484c30ab7bdc34bcdd1,2016-10-11 16:12:23,39.7,24.7
0f3827e8b786c3d934c0863c1690603d,1,f0af7ec9760e53f21277444f32ee3308,cca3071e3e9bb7d12640c9fbe2301306,2017-01-27 08:50:04,99.9,17.44
0f475d7e08b52d8abf7e8c6141286c27,1,140395ed1d1dbd100f577c5403181a1c,4da0e408c99d2fdc2126dc9fce518060,2017-01-24 19:23:11,10.3,14.52
0f91be4a9bf9ffd2c1ace53b9e5dd9e2,1,9db78e784e1ca837bb7f510888807baa,054694fa03fe82cec4b7551487331d74,2017-01-26 02:01:36,467.0,18.38
0fd3cee523a106ac501c4cf18f56a4de,1,d05d900323cc6f68c3de5ad56d8d63e3,cca3071e3e9bb7d12640c9fbe2301306,2017-01-21 17:44:58,83.5,13.16
10221b5ef57cb66fe37a3b1e594918d1,1,fdcd8c17805ad801a924cf11272a2834,80e6699fe29150b372a0c8a1ebf7dcc8,2017-01-15 22:36:59,209.9,19.75
102b790156f60813474ed025355a59d5,1,35488a9242f4aa7f9f5c3580f1243512,2493dc3f20131696a0ecdb9948051a8d,2017-01-30 15:37:38,81.8,14.74
1069874467b6a425853288c450f68fc9,1,d0b92134fa97a1ead038775a821847ea,8a32e327fe2c1b3511609d81aaf9f042,2016-10-11 23:13:46,29.99,10.96
10ac3b593f06e0dd6b38a53821c1d497,1,907c84d5b8961d53ba1b803638fffcad,e24fc9fcd865784fb25705606fe3dfe7,2017-02-02 11:18:22,168.0,18.0
10b6352081cd9c4b594e4be0c491ee62,1,770c09cc394c3244d902afda4ea364bc,8a32e327fe2c1b3511609d81aaf9f042,2017-01-28 11:16:26,39.99,11.74
10b6352081cd9c4b594e4be0c491ee62,2,770c09cc394c3244d902afda4ea364bc,8a32e327fe2c1b3511609d81aaf9f042,2017-01-28 11:16:26,39.99,11.74
10bce195e3966122a3dd0e2aa676f761,1,b34b2c889f5b26963569cf421254e121,cca3071e3e9bb7d12640c9fbe2301306,2017-01-25 13:38:16,104.9,15.84
10d1e90a86d2be981a52b6a927c97dc5,1,d38b73f9519632415b56acb83abc77fa,575df70bde3f9f2b30bf8d2e9910d725,2016-10-11 10:11:31,199.9,33.7
10d1e90a86d2be981a52b6a927c97dc5,2,d38b73f9519632415b56acb83abc77fa,575df70bde3f9f2b30bf8d2e9910d725,2016-10-11 10:11:31,199.9,33.7
11837ac14fcdfb163c0b78d91be89498,1,a6b32d26b9f925954b1cd8339f664a6a,0747d5bb69f0586cc869d8af4c50f93e,2016-10-21 16:18:48,39.9,16.05
119d2d80c921d5b4806a1b19b4e8c531,1,a07f07c939807b4c970452eb30a130e6,7dc8c42cc750eeafea6c85712ffee9bf,2016-10-11 19:29:13,249.0,16.95
11a6ea18f3646c6e6dcbadbd0207b35d,1,a50acd33ba7a8da8e9db65094fa990a4,8581055ce74af1daba164fdbd55a40de,2017-02-01 10:26:06,117.3,18.0
126da462f642d99483c0691ac474c783,1,b72e63f4630dcaded1689b28efa4c583,5f2684dab12e59f83bef73ae57724e45,2017-01-31 12:54:57,129.9,18.0
12af24617f25e0c8cd411544f704f2f7,1,9934888916de3bff6437a425052717a0,d1a1b40ec554c593a1a99366746289dd,2017-01-30 23:11:32,49.7,14.52
12ca240539e7029e0328f0a410c12ad1,1,a25d948ddec359c8d80978d139a4db83,86bb7c4b535e49a541baf3266b1c95b1,2016-10-14 16:43:18,279.9,18.01
1306d7999cdd320272eeea20f5768b77,1,a703f5ade6e4fae527357132230ea778,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-01-29 11:59:47,23.9,17.78
138630e7e14855ce216a9db0cdabbe06,1,1155065aa63d0a6d301e174ebb2972ea,7b07b3c7487f0ea825fc6df75abd658b,2017-01-30 10:31:18,128.9,16.11
13a4e0efe42392b2ee22601883f47d24,1,cd23f8469a90c62d99eb9bf8ad74fed1,4a3ca9315b744ce9f8e9374361493884,2017-01-21 00:16:14,290.0,13.42
13f68da1f137146006b4c0c34b6824e8,1,362aecb999551eb6adcd8c5594e255fc,822b63912576852aea9a8436d72317b7,2017-01-28 13:02:32,719.88,21.3
142c8688b5b13e21ac5a448a1688b9d7,1,3dacb3ae011b40803a508b23392e15a0,41c9d3997dd3c072c31139dc5bb5761f,2017-02-01 12:31:05,299.9,27.6
143f8e1be12f4d99301cec6f0d7a3834,1,52801616f7cc110c31c559fa94cb8563,dbb9b48c841a0e39e21f98e1a6b2ec3e,2017-01-28 16:58:46,59.9,11.03
1460b7b8fd63551dc68bfdffdc31edec,1,2c92025a63896497612a531b6d015669,c353f8fc0ce8344999f17d578eb69a5e,2017-01-27 07:23:50,87.99,15.92
146bfe4003096bc16316672e59c6fb2e,1,e7d26dd6742baca292020c158e6720c3,6cd68b3ed6d59aaa9fece558ad360c0a,2017-01-30 23:08:52,54.9,10.99
1489856fc5e3169af6b06edbc1aeb1b1,1,5e57a146ccdca976190821a00a059ebf,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-02 20:24:13,369.9,18.0
14b01335f19b97fce1437168032ae388,1,ad5396bf96af6ede77130e54ad266c61,184a67a8f9f63234d3a92340bbdb727f,2016-10-10 15:59:20,22.37,39.93
14b01335f19b97fce1437168032ae388,2,98cd3776d33bddd0ebf8ad8b4732d1b4,184a67a8f9f63234d3a92340bbdb727f,2016-10-10 15:59:20,22.37,3.99
14b01335f19b97fce1437168032ae388,3,ace91f88d635b9e5563e36cc0a0a8f09,0336182e1b3e92f029d5354832045fdf,2016-10-10 15:59:20,14.9,4.26
14b01335f19b97fce1437168032ae388,4,c006d1427332464b79808bd9dfaec943,184a67a8f9f63234d3a92340bbdb727f,2016-10-10 15:59:20,22.37,3.99
14b01335f19b97fce1437168032ae388,5,57d9a5d185e8254383504f57c4b8ddcc,0336182e1b3e92f029d5354832045fdf,2016-10-10 15:59:20,14.9,13.31
157ec3dc3f38cdbd2706bd216edfe8fb,1,27066995b777fb84dbcb25961fd6d007,46dc3b2cc0980fb8ec44634e21d2718e,2017-01-10 13:43:16,159.99,15.29
15b1aceab346b46189a6eea3b6f4b951,1,4da918a160c19da9bfdf9945d18006ec,45213867cefbf2cd4c6177e10216a951,2017-01-31 18:16:50,339.74,18.0
164bcbb466afa4e7b9eec1760f0d7096,1,5a2de1e2c45d0602659260c6dd4aff70,612a743d294c27884fb7b80d2b19ba35,2017-01-29 12:49:36,28.9,14.11
164bcbb466afa4e7b9eec1760f0d7096,2,5a2de1e2c45d0602659260c6dd4aff70,612a743d294c27884fb7b80d2b19ba35,2017-01-29 12:49:36,28.9,14.11
16976f8e43d0c9ee6079e3ed9eaa4fed,1,4da0329350218978429b287440f4b87a,062ce95fa2ad4dfaedfc79260130565f,2017-01-30 18:48:30,41.9,20.8
16fe5fdb7f5aa0c9e841387dfec29821,1,d654b576d9c9844bd7f6468421a38f48,5c603ffb38cbbf25a0e0698941324143,2017-01-29 10:11:38,174.4,21.3
171398a0cd843c65ac78aee9e05a1f49,1,6cdd53843498f92890544667809f1595,ccc4bbb5f32a6ab2b7066a4130f114e3,2017-01-25 16:07:37,349.9,28.71
17f70d10c2acd50864b5dae4885894b5,1,2636a9812d151c718b53387171ce08be,b17b679f4f5ce2e03ce6968c62648246,2017-01-29 09:12:10,30.97,14.52
17fed53ba6dfef9b594ee2268642e2aa,1,743801b34cc44776de511ba8eff778e2,48efc9d94a9834137efd9ea76b065a38,2017-01-09 14:50:54,9.9,8.72
18dad78c0f87f4c45ef196daeaa3ffbb,1,0fc6914383c2bea767a9562c9d8b43a1,8c16d1f32a54d92897cc437244442e1b,2016-10-10 15:55:40,43.89,14.52
19512a70f62306416782f963d55c8b26,1,0d1d766e7cdd4a724e9ea9a18e5177bb,75d34ebb1bd0bd7dde40dd507b8169c3,2017-01-20 15:05:52,755.99,26.35
195416246665b8268100ef5fde9722b4,1,67639b8cb7f4b8c431ed4c48a76866e0,cca3071e3e9bb7d12640c9fbe2301306,2017-01-14 19:27:22,129.9,20.99
1962f977f7b7b5eb73a3c2c39bbc93b5,1,a703f5ade6e4fae527357132230ea778,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-01-30 16:28:04,23.9,8.72
1970f2fb4b83ff962a75b064abc37f4c,1,545085671b9f2d7d2e1a9110b15d838c,4d600e08ecbe08258c79e536c5a42fee,2016-10-21 16:32:32,633.0,20.39
19feb5627c41ea1b36a8e50a469b3644,1,4c72e6d081c8a1b5430351d015eb86ba,391fc6631aebcf3004804e51b40bcf1e,2016-10-11 17:32:10,193.8,18.52
1a2b0033f0b7a3116f00594ec5524344,1,f422d0d9f8b5f7c27289382b14b61248,1554a68530182680ad5c8b042c3ab563,2016-10-17 23:58:23,69.99,17.58
1a47da1d66c70489c8e35fe2b5433ab7,1,eba7488e1c67729f045ab43fac426f2e,620c87c171fb2a6dd6e8bb4dec959fc6,2016-10-11 18:53:48,249.9,20.85
1a4bf675df415785d3d9b3f3521988a7,1,5bfc7506459ae2a7b4b573fe557a58e1,4a3ca9315b744ce9f8e9374361493884,2017-02-02 18:19:02,69.9,18.0
1add1aa4c6e709fd74a4eb691a9fc6bc,1,21fb5057dd6a737df6851a7ab7a130da,b14db04aa7881970e83ffa9426897925,2016-10-11 08:29:50,49.0,25.15
1b122a7be89622f672bb41380a83b69f,1,1dcff375b928a1807562ea4a895a8046,e8f6dc8e6a1dcde89d20e3995c8d90b3,2016-10-15 22:02:14,74.9,12.02
1b2d622f7ebb8e65f7de3e389f052540,1,1c1baeabe25824c8c22b511643852906,b17b679f4f5ce2e03ce6968c62648246,2016-10-10 15:51:13,40.9,11.03
1b3d11cf9f92c0f7baf627ab059621f8,1,b68cf84ede4fd1e14b1740de5b727d55,e24fc9fcd865784fb25705606fe3dfe7,2017-01-10 23:31:23,636.0,30.71
1b694ef5b28d3e949a4f0ffeb2c9fcd6,1,e500a9395078ba5b59387db0dbee0063,48efc9d94a9834137efd9ea76b065a38,2017-01-09 13:43:17,9.9,8.72
1bf6db71e147c950fe9925e0be89ec4b,1,11875b30b49585209e608f40e8082e65,669ae81880e08f269a64487cfb287169,2017-01-31 15:37:27,65.0,17.88
1bfa3dbef549cf9ba5c5661ef1b63168,1,4a90b44b456e79e7a33435fdd36e551f,c9a06ece156bb057372c68718ec8909b,2017-01-19 14:35:54,380.0,39.06
1c47e7875c7c3bd3399467e179c5c3bf,1,5bfcd193eb29c1c8332e2d4ca804d54f,522620dcb18a6b31cd7bdf73665113a9,2017-01-31 01:24:22,223.9,15.74
1c4cafd25254eee31c8c9b8c141fb10a,1,09b590ada623ecf66329917ea4731957,4d600e08ecbe08258c79e536c5a42fee,2016-10-21 16:38:22,649.17,22.14
1c4deb98d216d2fda120204a5fcfb57d,1,e7ffaa35a5caaca3366f5cc5705b5fb2,c7dcd301ecfe5ab7f778ac172cf74be7,2016-10-21 16:28:47,49.9,16.78
1cb796218c383fc54a6a4541420201d8,1,a25a9e3433043fb8a0808f310d8d8203,1b8b75e227c9a9c100d0c210fb6176ce,2017-01-28 16:38:09,129.99,9.28
1d4744e42dc6d786bbc9512601f7e49c,1,1db2dfac4f8c0a4499f94838b3ee0628,4a3ca9315b744ce9f8e9374361493884,2017-01-18 15:41:48,66.9,11.08
1d5182e38de4f122947727324f2870be,1,cfd414b4463647f58c7775eaae06893d,f8db351d8c4c4c22c6835c19a46f01b0,2017-01-30 13:43:07,98.9,16.39
1dd1d53c1ea5df0ef093bf150807315f,1,3d37da85f5e66558333fb5daee494736,ecccfa2bb93b34a3bf033cc5d1dcdc69,2016-10-21 16:28:10,69.9,17.63
1df257323bb550a9b9bb150345c42e45,1,d2686065b870834cc92605a5b9ec84ba,2138ccb85b11a4ec1e37afbd1c8eda1f,2017-02-01 16:10:01,18.99,18.0
1e6025fd19451c74352d0bbf6a218bf6,1,d9279101bd9bcdf95aa06a8081b24367,46dc3b2cc0980fb8ec44634e21d2718e,2017-01-31 21:23:00,349.99,18.0
1e6377b497624e8fa908ee4a87e3687d,1,8ae1fefcfdc30ea49de246665b6d2713,f8db351d8c4c4c22c6835c19a46f01b0,2017-01-31 14:12:01,26.9,9.0
1e6377b497624e8fa908ee4a87e3687d,2,8ae1fefcfdc30ea49de246665b6d2713,f8db351d8c4c4c22c6835c19a46f01b0,2017-01-31 14:12:01,26.9,9.0
1e69dcdcbc094d39d6ba64248af906fb,1,2c2a7e84b8ea741adf739c11dd78ee1a,2493dc3f20131696a0ecdb9948051a8d,2017-01-28 17:09:24,164.89,21.6
1e8c2b738fde51956f03f1a59bc86003,1,bfe05de8c1ac3259ae43ada77182d840,e24fc9fcd865784fb25705606fe3dfe7,2016-10-21 16:22:26,210.0,36.09
1ebeec1bb9ce388ee2e00d401058ca8b,1,e7f5908a3c9844728d24e3322254b109,7008613ea464bad5cb9b83456e1e6a8f,2016-10-15 05:02:16,39.9,15.7
1ef09d75953043a71a73428e15bc2f5c,1,7569eb05a9b91e5137cd9cf7494043e5,59fb871bf6f4522a87ba567b42dafecf,2017-01-22 14:53:29,164.99,11.76
1f59665af8c7408a7c633f9541644854,1,9b2db9ec16a8a51549f32462bf973523,a3a38f4affed601eb87a97788c949667,2017-01-29 19:09:39,128.9,23.19
1f5d62970c5b3cfedc1b2a8d15ffe40d,1,81288df52439985f610be64465e53f57,54a1852d1b8f10312c55e906355666ee,2017-01-29 09:21:45,109.99,17.51
1ff217aa612f6cd7c4255c9bfe931c8b,1,33430c5c1027d812b5c62f778e5ee7f7,4b1eaadf791bdbbad8c4a35b65236d52,2016-10-21 16:33:45,32.49,11.74
