customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
0b8cca6cd998b579f4a0556a31f388f4,4d5db20ccc7f8a5f045b475d9fc6d8ec,17250,bariri,SP
0c17965e427088da168bf202d9847f7a,3f26a900e8a097011c321eb6eb66ded7,05014,sao paulo,SP
0c63b4438ff050942153aaa4c19ad1d3,8ca747eb93e7b8d6a56532b8f074d185,38414,uberlandia,MG
0c6e74d3848e590888f197074ee1f5ff,58aa424ba24df5dc745e1a3941abc5a3,08593,itaquaquecetuba,SP
0c9250b6e51b94c3250b3992631fb100,04544a89f79714c0abcc3ae49e884209,01303,sao paulo,SP
0cd8afa06f9985eabdce1fc7b25c7de0,90903e514222249170252e90f6b358fa,89010,blumenau,SC
0d00d77134cae4c58695086ad8d85100,8886115442775dd8a20c2dcc921c7cc8,88070,florianopolis,SC
0d0f6b38e873757a949a9c3624b21a93,5e0aa142dc4760e62a74c1830cbf91b1,29845,boa esperanca,ES
0d1c2dc5009dfaf9722bc97439e6d82b,e819069612699e215127ae14289c413c,55636,cha grande,PE
0dc0162bbe9965694a426d8c6f1a56fb,7a2679d6c164f6b6a2f36daf1b2fbc9d,08161,sao paulo,SP
0ecec081acf716b8ae4ee28348f7b04a,dbd646e11d140ae5452828dd2eb2c6e9,50740,recife,PE
0f51eea87ae9e277d0f099d51637772d,7af2db50b8a1a1c7fdf77acb033ba6b0,68005,santarem,PA
0fbba4e64c66162f8108ba004d0b929d,29607e7e09b983abf0027c079c05efb6,04222,sao paulo,SP
1013b3cb87e89aa951b7f556f8c26d33,0032c76b20340da25249092a268ce66c,13515,charqueada,SP
109cf3ecc53afd27745a79a618cb5ec4,3af90f255e824d1d53b3584a4e89ad58,35162,ipatinga,MG
10d74e1a3adaeada0d8da4a2b2891cc3,abcee124c52c041bafc381cbc0036d24,13081,campinas,SP
1124aa987445b3d3f42412a375522a89,d98096b0c597ce4bf28a2839ad0f89fc,07020,guarulhos,SP
115159a20c6d95890cbf83916b57b07c,2fb246d1ccf7be8743d4a385db89cbb9,86300,cornelio procopio,PR
11ec73ddb032be97ae8f0219cce6cfa3,6b4f7aec68e9574e9383d72653ae0ea1,99950,tapejara,RS
12b9ed9bc1f4f6648dab5fe7324a3d58,bdfe47b4aabb5f74902e1c197e18c549,75912,rio verde,GO
12dca0bf14588cc10f18a9f9abaef604,6259b1f4da26c67879164ebce6333481,98900,santa rosa,RS
1365d1374ca6c72869ff0c56963f176c,e37af39d93f352f64ede45a151161d0c,21215,rio de janeiro,RJ
136f4c1a0629b4ef8681a46dfeeddc2e,8c4eb133c4a45634289a9727130a32e1,89560,videira,SC
13733cc0a4aafa89ac9017036cc89fe6,8b72bba76cc10c0710aea06efcadeff7,07700,caieiras,SP
13db9c37d449305364a897e44f479406,746c7bded4ed70487bf7d6461e9f855a,65590,barreirinhas,MA
14a2912b7f370c345cebcda474774f55,48eb05fb37e33f3079495d0145ef2711,29122,vila velha,ES
14c40450842463a4e86a52654f2e3ff9,3720ce768cc8e7b9a23fcb794ac67179,02111,sao paulo,SP
15b7fb20d8805996eca064ddedb843c6,43b1465a233a9c1c822dbc043a864e2b,08275,sao paulo,SP
15e004d388d75132c9f43433c4073f2a,4c7c157b7ca1593ff4b83309db3a3255,36415,congonhas,MG
160ac713dfef7d7f57a0f61d8a0df5b4,6bc9bf98a4897e4c512e8bfe808fe584,11666,caraguatatuba,SP
16e14c1e6e050fe6730c961ff638ca23,df2988ba3ed226b10521a0e4da849b61,23092,rio de janeiro,RJ
17066ea92fe83b36cb9f9997c3cca3af,eafe35709d25fa19c1ac63692d5c293f,20921,rio de janeiro,RJ
1710b798ebdc5db6665c815b90a64999,5c418344883a1f8617cb5577648adb4a,65110,sao jose de ribamar,MA
17e6d37366dc8c8865588b0d1740d606,3c34090736785a45dd8cbf536ad289c4,86181,cambe,PR
185f6a4579e6c10122c789bc38ba3337,397d9b4fe1a6f27a7180b14a42dab978,23946,angra dos reis,RJ
1898e33d23781c0e4574a114fe73c73d,1ae78cd8cf034823e5cca58266ca894e,49500,itabaiana,SE
18c97899df0947157d3e829e27aeaba4,d059a0ec4c911c7abb10602099670325,06719,cotia,SP
193fc54759c7948c87e0795ada003c69,2dd087e327b9bdff4f2ac6cf855a3b06,37490,sao goncalo do sapucai,MG
198b639c2da0e7f71ae2b720ad67f47d,55b9662183a72ec77b8f467ff8d42fa3,80610,curitiba,PR
19d8d28432946239ce9f75e1990f7e58,d6fdf70f71d5b82ae601638a446bd228,64770,sao raimundo nonato,PI
1a690c199a6496cabdbf071e3983ce68,e40d59fa312bc135e52952f33e30252e,36305,sao joao del rei,MG
1aaa5eaa9dd9bafb385aadc1930ef8e4,854e546b53f9b86fecc634f1cc7587cb,37701,pocos de caldas,MG
1ad07b0c4441e0b5550631b23fc22312,4935a78ccb4610047befc89c31602c36,13087,campinas,SP
1b68647cee091c5dcf4f7200ba5dd760,9ebb078703bce2d1db28c206d2aae886,59151,parnamirim,RN
1c1e931635c21508c29086be9de9aada,87b3f231705783eb2217e25851c0a45d,36016,juiz de fora,MG
1c282323584deebf1025c4c72dde565a,2a20697e5508f62175c47760b460bd01,31744,belo horizonte,MG
1cbeb91a58bd89ee2df1bc32f3311209,e75b9df782b21f27d61449864774108b,83045,sao jose dos pinhais,PR
1cf722ec2d1f484c35c1ecfe752b263d,ed8d3a85dcebf694f8dde843f3cef35a,93032,sao leopoldo,RS
1cf8e420d259ba1c8e79065408f9bb9e,f188bcfdf0d853ae624280116fd6009e,05756,sao paulo,SP
1d2b981cedb5a187a9eb0c2ecbf0df2a,e6765cc5f48f2c03a00dff340ea1dd93,20950,rio de janeiro,RJ
1d34ed25963d5aae4cf3d7f3a4cda173,753bc5d6efa9e49a03e34cf521a9e124,28735,quissama,RJ
1d4559618ae0a6bcc7dc8baaf5ad58cc,cc93f0fd2d5903386827b0dd3de6fc42,05008,sao paulo,SP
1d48a5dcde374b9d63b2c29e6af97cb8,1d2435aa3b858d45c707c9fc25e18779,21760,rio de janeiro,RJ
1d72f0479018c73cd9f58abcb01e776f,9e51b7aa58099f4e2a91f93968c15377,40290,salvador,BA
1db74a8b644afe5d02543026ba693e76,9ab6e9ce8afdb15b37eaa92421cb81e6,37245,carrancas,MG
1df2dcecdf59a9ec5bbd2f877821219e,a4ed37fc830d1fb2889b4193ebb09a91,36031,juiz de fora,MG
1e3005980e35ffabad12c31116e746f2,17225933796c17da3f4e3d73ef87550e,86010,londrina,PR
1e6cd8588a826f646f124d1725eab3a8,f6e2c0cdc5cd3baaf61274104bc4e69a,04661,sao paulo,SP
1e88b5f20d4c915f63c41dae61f1c23f,3274f2b2174433e889854e791974e48c,38055,uberaba,MG
1f49021da1642fde361de30ee4f1c935,ed5ef953c0941dc977aba367437e876c,37950,sao sebastiao do paraiso,MG
1fb3df5efb074be6ef543b2ac76833e2,0af9e2cf24bbd44ec390c828b1eb7356,15960,ariranha,SP
1fb9f3e7704d50dd72f6adfd4f6d8ffe,028ae0b8c77250d12323b40f2cbb38c7,35901,itabira,MG
1fc56719b52f82c03caddc5faf531fbb,40b41ade17bb2121b576b07e25ce622b,95500,santo antonio da patrulha,RS
1fe4c3902c5bd6510a869b3d4fd3843b,123ecbb4fb560cff85dd1072dd0a613d,22421,rio de janeiro,RJ
1ff98f738e6baa6c7d6c262757e82720,9980b713c602b47b07150683862c49d6,04272,sao paulo,SP
207df7ad3a701cc5f0a232000cca51f9,6bd4f06d5599d085d7a367cf49626155,04021,sao paulo,SP
20d32833d8983a835cafcd54099631a0,1150664499f22ea0d558af89a2c053fc,12952,atibaia,SP
2155e6e404e41736933c696382c1328b,f27f6f093a0769b96f8f80a445c9fba6,04747,sao paulo,SP
219f6aa1ddc83ec7dbf2498e664129c1,92dd9c8abb3cfdd902e9528cab9cc3cf,16300,penapolis,SP
21a6abdf0197fbe57451bd0a1d3c59a2,5fc74f8947fe099b44a20bde30661d83,03683,sao paulo,SP
21cf8b03074c935aa1de2d527371916f,f79fe58e24e35fe4c036e1fb462769de,37470,sao lourenco,MG
2208577a67480f29e84ad6f2419e8945,9a6a08ddde38a6a1a71b918e0840d4d5,09725,sao bernardo do campo,SP
230787cbf8da57cbd10d7c223cde6f1f,ad1cb06f09b27e4773870d1f76a68557,13058,campinas,SP
237bf1bb29147868ba252c6fa367c746,1ebcaa4880a924804df1ea3656e1c623,23510,rio de janeiro,RJ
23adca7b92ea9f7c40e60be117e47c6b,dfc02cf6b5c4222c8d5408ad15acb02f,79072,campo grande,MS
23b8c6b8acf581a5d3c4bd97d55c86bc,83822098b0d5345dc6cb790a224c4492,24460,sao goncalo,RJ
24cf4347382b8e190a512b2de912f89c,5dfa073ad1f07633e87ad388a99a55b1,04405,sao paulo,SP
24d27d857775354d2ef3c83e95be2935,71f9d647cd3876fd59aa40c74c81e972,07122,guarulhos,SP
24d46169d90daaa687cbf122c3243df8,bcdd3f31625ec664aca676d1c101e753,17502,marilia,SP
258c52543b8045fe23644c47a645c9fb,de6150bc32a048990e6cbb6dbd3825bb,60822,fortaleza,CE
2591b8425f1f3f363d644917fbc238db,b0e456c406192d77c8ff45ba89c81d61,21820,rio de janeiro,RJ
2605d144097120a05a112c61bd1c4397,8f800fc6d16456d0e952825096c0f40e,20260,rio de janeiro,RJ
2707853be7df8de3a4c4e8c718de99ba,012e12f54f6e73b1faba89a119dab849,75930,maurilandia,GO
27129ce1ebca4ffa23a049c51cc8ec95,12f5d6e1cbf93dafd9dcc19095df0b3d,82200,curitiba,PR
27ab53f26192510ff85872aeb3759dcc,f922896769e9517ea3c630f3c8de86d0,96832,santa cruz do sul,RS
285195a5b585842e25bd1ef9015a8413,acf5cef98a4798f470a2bb70a330ac07,13304,itu,SP
28783e4198a64a0285d35e5967d9956c,7f11d8cba2b0b40ef25915bf8e0c48c0,85801,cascavel,PR
28d65a634bc74f4f8b823cf8dd5e8b34,c9a46f6978294b1095dffd3f228bea68,66093,belem,PA
28e414622d3770ff33c04a3151bb77fa,12b3f3ecec72ac5252b5bbc137ca3c59,18080,sorocaba,SP
28fdcbdf2ebc3b9d20d4a810cec6a8b7,1fe76010d06f4c73ed78f3a7d469d93e,38360,capinopolis,MG
29c13f323716a5bbd7356343e45d9868,35e146c985a9cf989c91edb4c0c156fa,21371,rio de janeiro,RJ
29d768c153dabfc1ecfeb0c1c389727f,b5ccc57b179210bda569df984bdf7df3,57200,penedo,AL
2a69da30b726b7f3db7f1059af5d4304,f7b62c75467e8ce080b201667cbbc274,22071,rio de janeiro,RJ
2acac3dfe4fa0e75b07461873a67e7e6,93027a697145bb67a134f56e9a3f0d9a,66833,belem,PA
2b3dc71b4cce6a5cb97f6ebf5d6ede5f,62875d300d81b5f33990d8bd3ef103be,35476,piedade dos gerais,MG
2b8784fee7592d8c11a970f175cb5d71,b7da10f6d11e0b62cddf30186578200d,95703,bento goncalves,RS
2bd859804139f43a638beb3cabc4b204,0f1190ffa87d71271b42b9df8245258f,78128,varzea grande,MT
2bea781be88980e68fb5bbac765fccdb,ecf55c92c7bf73cc1d576a0f6a235b0b,24230,niteroi,RJ
2c03e5b9680aeca26ed87d369d4e097b,b77d9287064d0c8130947b0c84166a76,15990,matao,SP
2c98452bdf306ac1a6055b52c9132067,0f20997f7f9f1c75f9b546a4598989f0,86280,urai,PR
2cb0c084ec56c7fc7d6278cdd8787670,259a143b745a93c577b929e9fe90adaf,40150,salvador,BA
2d2037b93b52f5a7ac9e286e8bd69d15,f571289f61836e3356b8c679b0652f3a,37026,varginha,MG
2dae38555287b3c42938a0688936c53a,572d41d4bcd3c9cefce4aca490ea0343,37500,itajuba,MG
2dffab2135e36d25087cad94f4e559ab,82629037a1fd4821b8645ceae55845bd,58051,joao pessoa,PB
2e19009aaf5ce281eadf19914ea75b5c,dfad52af74ef4e4efcd09c4f00de979d,89675,vargem bonita,SC
2ebf822bbf33241c7bffb42235519f92,bdb88619ffe5ca24fa5732468bd34573,37704,pocos de caldas,MG
2ec7666d1077597d4e4ff2116a319530,f171039a67a78b3d57475168802da70a,72720,brasilia,DF
2ed1b5c01561bcf39cc2f1566a8ac9f1,ed05a1bbf9f8816af23fcc68084bb87d,06806,embu,SP
2f21a50c8c1214f27c501848fce8eb64,1ccbae0dcd0c452b88a40c54f9d78401,88400,ituporanga,SC
2f58bb32416886045970ba0c48719094,cc80ae8fd9fa74580d1f502543704c6c,13202,jundiai,SP
2f9e8eaed5dc638e5b884a9a37268fca,ead79f0f7e56bfe34b76c5712e623363,35701,sete lagoas,MG
2ff5a6455514da421bd25d6e4ceb1d12,2e629c69eaa172cb271dcf7f890f921a,33400,lagoa santa,MG
30159428cd8098929d2d39e5e357fcc5,a696ba5db33cf4835a04dd5965a86781,07787,cajamar,SP
303f96887b473d72e34c2d0e492fa43b,01f156677184504063bd19739f924af1,88735,gravatal,SC
30df93bd0e2874646d39d37dec1764d5,faf47b5b5d6da79375665838f42e5136,21221,rio de janeiro,RJ
3140c5d46f2d38e4f14a9675359d6a27,7f3ae1ea298c60b1a19751a1ded40199,91260,porto alegre,RS
31a4ecf0bd3ea9436b7132bac1a1bdb3,24c0806a2407ad1f14b1323849bd246c,02044,sao paulo,SP
31ec530ca6c36d8cd17146241c119887,cb3709632b79a6369878c981ccb22045,89225,joinville,SC
323a81cf20fb536503c017cfd5c2d54f,58f814af5001d06b0d34d8a836ab18eb,30516,belo horizonte,MG
3257a8d4cbb3343dcf40eac13ba329cb,04ed62dc4fa17047b2d70df383dc1f4d,25040,duque de caxias,RJ
32734d8ce19dd70c65a8aa63c4e080e9,a5e42bf4c43302b886ff16d4007fd695,37505,itajuba,MG
332ea0e2b2e87e9ed11f7aee42cf698f,44e2da016dfb42c8d28e6ee043a812a2,06624,jandira,SP
3357130ad85f3c9758c6623ba3d51bc4,bb07648db5b0a3cd55ca6a116f011fc4,19053,presidente prudente,SP
33e655dd86058bc865f1f3d9fa5912aa,f8ea14322aa66955d27b0d049b3dad79,13845,mogi-guacu,SP
3422a239d7c7bf95b72216d779a28de6,1aba41ff60afaade1aadfc1eeb30f87f,71907,brasilia,DF
345243f3e37e32114d9cf17eb7a11c29,8f7036a46f0fba0b1caea70c6ca36203,03254,sao paulo,SP
3489fb03bfa99335c385df8b863a701b,046ed33aa8bef51855af6010a11a835c,25261,duque de caxias,RJ
34d9abbd51f86b7faec4fb8bd8a630d5,a48ce24144099b583b6150e0f69712d4,24465,sao goncalo,RJ
355077684019f7f60a031656bd7262b8,32ea3bdedab835c3aa6cb68ce66565ef,04106,sao paulo,SP
356e49e06716cab5d634234a371dba70,8416fd034dbaeface8a52c0819d3dffa,74870,goiania,GO
3576d9f3793f6dbfd0d915eb446d31c5,9b0e2c4e40a458cf215f8f652f64a5ba,38408,uberlandia,MG
35f26e073ace0e3cd12f259eb5c75fb8,83e75db9c4f88190e300f1a6cca95540,76510,crixas,GO
3619684d733b95a9860ca496206a6ab0,ffebb6424578e7bb153322da9d65634f,07260,guarulhos,SP
363d3a9b2ec5c5426608688ca033292d,d8bee9ec375c3a0f9ef8ed7456a51dcd,76940,rolim de moura,RO
36648b18906353abea5d060f554acb0e,05f0509adff9a7c6e37cc5d6e5c57e8a,08372,sao paulo,SP
367163bdcc25d2ab5b6748c0068e0e32,f702d3ff30b8cf5083af2bf140043067,30421,belo horizonte,MG
36e0f840035e7f9bacad69b27b953a02,4a9b32703700ed17c13a3a6c1a784e1d,59091,natal,RN
378149ca89a5e5020931071114dd8865,b313b4a68d70a37718f0313f32789e2b,09030,santo andre,SP
3887e889fec8574f573081115ab2ddf8,2abd1358778a9cc18d04cf7211b799b9,95890,teutonia,RS
38fa25096a695e1972739e2dd6821f83,3e36312a56bdb312242490706752940b,13059,campinas,SP
3917cd13f3dd7d8b6124ce56f00e88ae,b824f6981f2ee1c30533c4138572428c,25995,teresopolis,RJ
396e166b4e65309db46b7c9945c89a33,1bc6a6effbe393f0be2f25e73d8ce50a,97960,sete de setembro,RS
39d5f491d314a5e26d16cf74581bff02,5d81012f5f20f3781512403410be3043,06624,jandira,SP
39ecef3d8a542ee6b91e7bfd7e9a6b87,e08b2dabdfac348704d3b031dfbf6d5f,35547,carmo da mata,MG
39f51cf31b3d2266b99005da1b5d5b79,86f04460dd37a57e3a0ecdeaffb1919b,17740,rinopolis,SP
3a47005be3c2748d25859444f49b0048,0e1990d494dc3c1a2f5fca4b56c35a4c,35170,coronel fabriciano,MG
3a4ccb2c6fb972d301b8f9edfbf81fbd,ff822e5e1322cef6c211ad8a0591999e,25740,petropolis,RJ
3a7856f2a103364d279de7f72e18b7c4,29a63a400c3ca9982907ce8de1f19527,80030,curitiba,PR
3afe43b81b0d102b2ca5138ab53f418a,15fbc48df691e0ad51b0cf30d86392a2,04609,sao paulo,SP
3b00ef5e72ddc9ea0209d45514deddec,c0ffced3ebdad307fbf1bff6b9f65bca,27211,volta redonda,RJ
3b02662e1fc027ed85be9b59f038d63b,753b0bdcb8024540f111c24f2be614c1,54768,camaragibe,PE
3b2b96751131c948164edc5d21d27abb,55b3a0a9998356016bbb072bf8c188a6,60830,fortaleza,CE
3b7db71fcb0e1493dc3f486768a67239,cd4b9f268bcad20a5d9cb8b41a2e6ed1,22723,rio de janeiro,RJ
3bb0f1d5881cfaf2de8eacdbe88b2d58,4079d39cb3fdea47201540107c1673dc,07804,franco da rocha,SP
3bb3946913ea760c53bc4298f9ecf5bd,08c64a66736d94ea0a55c397c9da85fc,31365,belo horizonte,MG
3c03fed2df425b8291c5913c52b51b84,2e8eb06baae199a63d3a7b603efa771a,28375,varre-sai,RJ
3c0b720f2a9aebf70b250e73ef4fda63,b40f9f5a8ddb36c2b9dded8fc1f5a255,84940,siqueira campos,PR
3c521eac04e2dca4702dcc69789618c2,5f7e36fb1d42d0b1c408b5b41bc52bb3,13846,mogi-guacu,SP
3c6484a7438cd35dcc54f53f4b945829,7c6157bc4c2bae550d37b6fc445db0d5,13061,campinas,SP
3c8735c5a045fb31f956e4ab8f23c566,bf27e53164b2385d9eecc0e04a566e3a,06868,itapecerica da serra,SP
3cfaedb59f39332d98cde2d6a9a1de08,f78a1d6281b3b4a1542c00bd1d8b503a,12942,atibaia,SP
3cff79bc3cc73ae212fbc01eb269acfe,32845d7f61934b59a9c3cce3fad4ba9d,25935,mage,RJ
3d1d66accf98c118e170e779aab66b67,3564c4748fd6c1097ba1a7e7c6fa5ff1,89825,xaxim,SC
3d5c479107dce026a67c0a78ec5f87f2,d7a4ea17f19293f471d6dac189d74e66,13184,hortolandia,SP
3d89e437bbd02dfc96b7ebf2d791bfc2,911a7d4fed122180dfff1453bf5a5094,23020,rio de janeiro,RJ
3d8e326c3cef3a9bba7ca121baac5fc3,b18b6d40c3c5510727e0f22b568d3e1f,91430,porto alegre,RS
3d97524e491c9aba1f09141ecfde08d4,5b4f4020c6264b792133c4a42e41a0b3,13483,limeira,SP
3dc7eb6da6c008460353d9a171e8fe6d,af46f006f8c0e0d06975480af3805422,06449,barueri,SP
3dd2f8a8b58ffd06e8bff60f30b84f91,6cceb051264e3bac0ac2a98182eba14f,07724,caieiras,SP
3e538d735070c509095ccbdb699f798d,4f6e6ec3891fe96b3fbe50c587769eec,04849,sao paulo,SP
3e6d5ab80ad405a8ebfe75d52974e93c,e7b4387753fe653df8d20554cb443465,08900,guararema,SP
3f3aaaac1d9df140266ee77970735eaf,c40388c86f0334d1d69f33fc43322a8c,45985,teixeira de freitas,BA
3f402674c608ea67085eb5e0ec4d96ef,83e7958a94bd7f74a9414d8782f87628,80030,curitiba,PR
3f5939e06e89efd9e9ca8ef3ab9d68c7,6b7e1090d106aaee31d5ed12d2bbc2af,01310,sao paulo,SP
3f63878c497f2703038d3eb23f8516b0,a5cad0a33504fb5b9725ac33ed686359,89247,balneario barra do sul,SC
3f6f000d5b0a959f38481fad4ab7cac2,221234182f828fb9f2a4ba9c89874ede,87820,cidade gaucha,PR
3fb14779b189f5fde47f8918e88dcc36,62b690c75a3008d4712aa691ac30b7ba,04607,sao paulo,SP
3fb83e207757e8f15ff70d937c86929b,334deb4a736eacb94c6305e4e8278d54,38735,cruzeiro da fortaleza,MG
3ff64bf4067f2b8c240397252473423b,dca82da75297f7cf5596674a229c89c5,88804,criciuma,SC
407136bd5649e73981dce394b201897d,b4e9fd0c998da3801378993e637076b9,13930,serra negra,SP
40b3dfbf520c45c6107a0d749c13855d,2205452883526d0f4dfe5f23ba2fd6d7,13504,rio claro,SP
40e7a663ffaa7aa2f2ad20d6d40d6b14,c69e5a82eb301db90128811f6ef51125,13360,capivari,SP
40e7f92901dab91f3c1b9acbec7d05bf,7465b59810cbcff4636277053dfd7bbb,13920,pedreira,SP
4161d3785c2c4c6517a57143ecb0c466,71683fbf22478b08ea6f36050eb0994d,64006,teresina,PI
416b717e3c11cf6c596c624c76630afa,122abbabd602cf9a5af359b07a3c0a38,13566,sao carlos,SP
41ee1607f629eea5c7aa658053748326,53ab246426bad17ebfa16c1a84e67294,61663,caucaia,CE
41fdaf0dcabfb53a5556c46cd8cc0a32,fc545111108ebc9bf49eb27c828d25fd,80420,curitiba,PR
42048dec015103c5b5715657565ec274,9baf1392eba0e3765864edc27c11a9a4,85568,saudade do iguacu,PR
42528556eaad6bbc96bb8eff982ae387,bf56e7a0d1d125f0ebf7218b759752ac,68780,vigia,PA
428ed8065f1b2eb32338b0ff5f30c8d1,2d9355ab664231a2eecd5dd9890934ec,12935,vargem,SP
42bc73dba3fba40b50d647a428d1089f,02251550f4d16aca44ce66e4263c0522,05501,sao paulo,SP
42d1b4eb863054dcb04a019944ecd2d8,fc00da40808e113053d8a26c3e854ccf,22723,rio de janeiro,RJ
42d857e22f61f10476f0cda1aacc018a,728e4a7d0db4845270091ded0923c71f,80540,curitiba,PR
432c8b4df960ec2d281a90a77bd51ce5,523730e4b2ef7654c243699b81763112,98550,redentora,RS
43986b46f9e4f256ce314abde818220a,bc56d92fe90f91143046c14582bdb974,02403,sao paulo,SP
439f42a3cd2931ef5f1bb20e54f2357d,ee3f102da1f94d5782046090f5c6c67c,35700,sete lagoas,MG
43d9a8df81f815755d9a258f2ee3135f,2b18ce67b0eecc6b8f099bfdaabf545b,55150,belo jardim,PE
442d66f0d96f656096dd70f1b0391e40,45d9410bc1f3c6e36dea41d8f823ada6,20511,rio de janeiro,RJ
44b521ae63ec470874a89c37fcea4c6a,a327e19095ffb086d25f7ee477c9d3c6,26276,nova iguacu,RJ
45442979a333bc62efccd8a2481481fe,78712b57b1b1c000eec8434d73a7e37e,51030,recife,PE
45b5b5e9424ca746ad6a3161de453e00,4543480cbf99692641f5b35eeae7947f,13487,limeira,SP
45cb0fe36535222805dbee60662f9dee,72190b69b96d51e002b07103b1e0c809,45606,itabuna,BA
45cdfac600e3e044e7d986b3639ac8f3,4a1827d2f38e2c00736326bfb9f68ee8,13563,sao carlos,SP
45f5c9d984dbfa2105e3544cc85133bf,86a2b7754f964102510d42ab30898f63,13056,campinas,SP
45fd70ff9e07d189b82f07ee776b64d5,0383aca4e461346b22c75ea54eb548f2,15061,sao jose do rio preto,SP
46fc16f07712c5cdcdd55911a3297e16,3b6d8779a13d0e022d93c46e814de0fa,68638,rondon do para,PA
47443a10c52e727aeab6b6cae75dbdb6,7f2a5d876d919c76959e14657acdf942,35290,mantena,MG
