product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
4d7ccacbf7d2dd3e566cf5f149fb92e8,informatica_acessorios,25,364,1,817,26,13,21
4e0946aebc8e1d7521219ec1e7380aed,brinquedos,48,485,1,5470,48,27,42
4e77e23d6c2215228d4ab312c0b8d405,perfumaria,31,65,3,400,22,3,16
4fee671ea459ebc96546523917e254a5,consoles_games,63,2872,7,4700,35,22,32
5008f57a319af1670091cd1d64656910,cool_stuff,64,246,3,3600,20,30,20
508d48ea59be64138f0015d2cb9c75e7,beleza_saude,29,1212,1,5400,18,10,15
50908a7240199b240e6d857e740cafd8,beleza_saude,39,692,2,429,19,16,18
525a5744fb5d26e4035d0610446900c5,market_place,57,386,1,375,16,13,15
52b668edc0d0c20cd9319bfda4019597,moveis_decoracao,59,205,8,900,31,11,26
53bd0c908c6ab820c9828763348728ef,moveis_decoracao,58,275,1,1300,45,8,35
545085671b9f2d7d2e1a9110b15d838c,relogios_presentes,43,1534,2,413,19,12,15
54c31c4585d30843421c7ea07d80f84e,informatica_acessorios,41,717,1,200,36,9,20
5538ed283fd2d0e2a1151507e1cbd59c,esporte_lazer,53,1326,1,400,25,8,18
55ba658d5c2f0b1f118f98c36fe3fa04,brinquedos,63,2136,1,200,16,2,11
561e48cdfacd14e7cfe67aa4ebd0caea,pet_shop,63,1538,2,650,21,18,20
5691a536d459e5cb326b7bedce928067,climatizacao,41,775,4,8600,29,50,25
571e2f5577f9e5ac24fc2a1daee8924d,moveis_decoracao,63,910,2,15600,26,18,86
57d9a5d185e8254383504f57c4b8ddcc,moveis_decoracao,55,466,2,500,16,30,30
57e5c7033739b88d673eba67e9cf9376,telefonia,50,361,1,200,24,21,21
583916a5dae918f5e89baec139141c54,,,,,3100,28,28,50
5a6b04657a4c5ee34285d1e4619a96b4,beleza_saude,34,1036,1,1000,16,16,16
5b8423dc7f23089c9c59c5d140eb5a1c,brinquedos,59,1629,3,5250,51,15,52
5c12fb778168a77e3ffc8d7dd7a689fd,perfumaria,63,815,4,400,16,10,11
5c15e8f223a8bf0d7858c403ddc1b0ed,moveis_decoracao,63,699,1,650,45,15,35
5c75915e4a74994308fe805cdbfbf5f5,automotivo,43,668,2,100,20,15,15
5cca824e6a0eebe738c8a6381d0d9349,informatica_acessorios,63,978,1,200,16,23,19
5cd07c84a1c25575ac2fc3fa73f1d952,brinquedos,63,2873,8,1200,39,22,14
5e57a146ccdca976190821a00a059ebf,perfumaria,43,837,2,411,21,19,19
5e80fe2cee2f6de9a494047ed35a2fe3,ferramentas_jardim,63,1244,5,700,36,21,36
5f8c74f4a3d2b616857fcb7d4dd1f61a,livros_interesse_geral,41,1009,1,1500,25,6,19
61984b4164968929229a5bed244e353d,cama_mesa_banho,53,396,3,850,38,13,25
636f5be2cd52da4047bb73b7b15329e3,audio,31,315,6,300,16,9,11
65bb78cf0bbc3ca6406f30e6793736f9,moveis_decoracao,56,296,3,2000,100,7,12
660422061e06da17ca6101e9d6b7aae8,esporte_lazer,35,1214,4,30000,40,97,40
661e3bba6bdb874638367462b49ae590,,,,,450,30,5,30
664e6b2966fbf2ba213de566c311cd58,relogios_presentes,45,603,3,330,18,12,14
66e08854f9319c6aa4874ca435598331,cama_mesa_banho,54,584,1,1400,33,8,23
67639b8cb7f4b8c431ed4c48a76866e0,moveis_decoracao,59,241,1,2200,42,12,37
679804d4938f8bf53025298b725f2eb6,market_place,63,677,1,500,16,16,16
67f9d01bcd84e2229ba6f8a75b635b40,moveis_decoracao,58,372,1,300,37,15,27
680cc8535be7cc69544238c1d6a83fe8,pet_shop,48,1392,1,200,16,2,11
68bfdbfe84f03af17733b10362f10020,moveis_decoracao,63,244,4,600,29,12,23
69faf0d53eb73597d6cfd50175901a56,beleza_saude,36,1732,2,300,37,23,24
6aeed495dcb87dd06532f70dea6ebb5a,beleza_saude,64,1404,1,3100,16,33,17
6b119e825230e877b98f89b47081bc52,fashion_bolsas_e_acessorios,60,403,4,150,16,9,20
6b2c1aa8429875eb5ade006973f8bad8,telefonia_fixa,41,222,3,90,18,7,13
6c0163ecd7df58f4240f9a83ca6079c7,informatica_acessorios,59,765,3,300,16,10,11
6c04a068e5ab37749c980c42a036b9e3,automotivo,52,1367,1,200,16,2,11
6c0d548acd149f30331671548dda66e8,esporte_lazer,63,406,2,1400,80,8,15
6c32e1f7898b6a905ee6ccf087461abd,moveis_decoracao,60,764,1,900,20,20,20
6cdd53843498f92890544667809f1595,beleza_saude,51,625,1,900,25,12,38
6d2928252aa5ba6a5fc439571dd0d748,consoles_games,61,3416,2,1200,25,18,18
6d811b6e8cada9a8f7f38bb315620e1b,esporte_lazer,59,447,5,8700,25,60,40
6dab56beb5263f0d554cae5c55809208,beleza_saude,56,966,5,175,16,10,18
6df665a20caa80a66804f836165bbf36,automotivo,48,1841,1,4300,31,11,31
6e2c62713ec17c681eacdf653dddb4e5,ferramentas_jardim,50,1430,5,300,17,4,11
6fdfdddfa3c98723386e5fab78e87be3,fashion_bolsas_e_acessorios,60,487,14,700,20,10,20
707e0fe138efb7009e1cd32efe19ce83,automotivo,49,182,2,2050,41,31,31
72bf8fd8b4596a7fa2c2cfab031204ed,moveis_decoracao,33,650,2,200,19,10,16
743801b34cc44776de511ba8eff778e2,moveis_quarto,55,1939,2,200,16,2,11
76265fc5cc76fc5f09534fb307605c10,ferramentas_jardim,58,1698,4,1000,36,24,24
7721582bb750762d81850267d19881c1,cama_mesa_banho,63,837,1,1400,43,5,30
777d2e438a1b645f3aec9bd57e92672c,cama_mesa_banho,58,689,1,950,45,15,35
77b433708de78b6f08c64d3cb465ad8c,telefonia,37,166,4,200,16,4,13
77cad52aa444e612b99517bebbb4abb2,pet_shop,63,1451,2,1250,35,20,45
77e9f75a40f2341f6a7f9f17cc0a8ffd,fashion_bolsas_e_acessorios,63,1144,8,400,22,14,22
77f70ac9f5426624db4fb65c4f1195b8,relogios_presentes,47,702,2,300,16,13,13
79938780eb7ffb7289f59a9a283bc06b,beleza_saude,54,1739,1,1300,20,20,20
79bcd1f7f00535c801244eb999d8d290,telefonia_fixa,47,607,3,300,17,8,13
7a18f72d8f0acfbd60eea36f2644ce8e,alimentos,63,670,6,200,17,9,16
7cd29da0653abeb444703cc5a957f479,beleza_saude,23,565,1,1029,20,15,17
7e441b33f896ba519d58063f4c714bef,moveis_decoracao,51,372,1,300,37,15,27
7e7e1af4ab49963c6e1245b2dbd8f492,utilidades_domesticas,63,447,3,1250,38,10,24
7ead55b1f52de17d6dac82001470b2a2,papelaria,53,2504,1,100,16,2,11
7ed8c74b7ad2f1790a24a24c071da537,brinquedos,52,288,2,667,25,33,31
7f524cd9e1d47c5aa4b15b54d6d146cb,moveis_decoracao,31,297,1,1000,16,11,11
7fd93eccaf2d461cb6bc4bbd1aa91f1a,relogios_presentes,45,1527,2,600,21,16,20
817e1c2d22418c36386406ccacfa53e8,moveis_decoracao,37,267,1,2750,50,50,16
8338cef8355d238f43711dcb9c0657b2,moveis_decoracao,59,473,1,700,30,3,20
838944cf86ccee50e01a52fba21cf29b,beleza_saude,63,1540,1,2500,16,32,17
83a26c42a5f94b7456425cd0cd20daf8,market_place,60,1371,2,1500,20,34,36
84c6e1fb0400fb720bfd40e3396e9044,moveis_decoracao,53,440,1,2900,40,7,30
852b19e59727d554cf958607536d86d9,relogios_presentes,36,1517,1,417,18,12,14
85b99d83c60cab5b4d8f927ad35212a1,moveis_decoracao,50,1017,1,2100,30,24,25
8694f037a1ff62c5b61939eb818e43ab,moveis_decoracao,57,314,1,600,40,15,40
87ecdbf76c33c8f2dabc40eeb821dc6b,moveis_decoracao,63,911,4,600,23,7,16
8814a3da37fb9673a5ac06f82a2a00a9,moveis_decoracao,59,205,8,900,31,11,26
895fc53d66ecb6c1afc40138dbc2a73c,cama_mesa_banho,48,330,3,600,41,14,14
896a64a7f34cdfef2c60ce59fa2a148f,perfumaria,50,899,3,800,38,13,22
89c111575a1b19782a2e660eff07dd8a,fashion_bolsas_e_acessorios,46,633,5,300,30,15,27
8a330ba3cd34d650c45bce0fc21771ac,cool_stuff,44,1611,2,2400,32,25,39
8a8ffceebd3e62e6b982760275d38128,beleza_saude,36,1182,1,1150,24,20,16
8a90417eb713be09fd87a5d077ae06a2,esporte_lazer,59,3949,10,500,20,10,15
8adc1d29aa4fd4d758a91ef997c8a0a2,brinquedos,46,303,1,1450,28,25,29
8b2a1e0d2ee4fa00cd00519b7881203a,automotivo,49,283,3,17400,50,40,40
8b39be5bbb8a4585ed19cacbf4162c27,esporte_lazer,25,1418,4,100,16,6,11
8bc9dee0f2da0b7ad43095be7ad8414f,cool_stuff,41,1547,2,9200,64,35,35
8bff0b13faf092077c3bba691c07ff16,beleza_saude,33,396,4,879,31,15,24
8d3995daf4103cf13ff5400bf66c1587,bebes,30,1570,3,300,30,10,20
8ed9e6b1cbb80b223b70376a8659bee0,moveis_decoracao,63,162,3,2000,61,3,41
8f1e43e0e3374ed8c84df748034d6179,beleza_saude,59,2710,1,1000,20,20,20
9123002e53f822415107f07e5dcf199f,cool_stuff,53,177,3,625,30,19,22
913580fde3e72c3b3e4ce0b79963bee6,telefonia_fixa,53,318,4,100,16,5,13
927a7ee2d74e3a1123047f40b42fcc09,brinquedos,50,161,1,1350,27,25,27
92ee7c820f6eb0c532ecd94508e3cc29,audio,37,329,4,200,18,6,16
95c40b993a22463c83beb5c51a03d46c,informatica_acessorios,33,1084,2,200,41,2,29
966a067b38634929844120e39b1576bc,bebes,34,496,2,2050,33,13,29
9805b37a2e4983fb5dbb5c8168590c44,industria_comercio_e_negocios,47,563,2,2138,77,26,18
985c412b0ac92ed9d8a76bbeab6d44eb,moveis_decoracao,40,370,3,1800,34,6,28
989fd236458b9c0410bc6e1cf23cde4d,cool_stuff,36,777,4,1700,25,26,83
98cd3776d33bddd0ebf8ad8b4732d1b4,moveis_decoracao,34,252,1,1200,16,34,34
990ecadcf56234a68b3a0af8d01c0d8a,perfumaria,36,681,1,100,20,15,15
9c7bdf67b06b419aefb93cfdfc96c55d,esporte_lazer,25,823,1,476,17,14,14
9d86a51639004c70d7b6037f43ecc070,ferramentas_jardim,64,1210,4,2093,58,51,17
9e93b2c4cb5eea05e75a481c129b104d,automotivo,42,291,2,300,16,3,11
9fa0c72476690fbc66bcacc498fe7fd6,informatica_acessorios,34,1122,2,100,18,11,14
9fc063fd34fed29ccc57b7f8e8d03388,beleza_saude,48,657,1,750,38,12,25
9fe172fa8e662ca8572cf12abf8bce23,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20
9ff668529410eefd5bca723acb4834c1,moveis_decoracao,59,439,1,1800,30,6,20
a063b454bac19ab435a4594bab9b9eed,pet_shop,63,2226,8,20900,60,40,40
a07d0595ac61dcdd44214f0426431c9b,fashion_bolsas_e_acessorios,45,385,4,150,16,5,11
a07f07c939807b4c970452eb30a130e6,moveis_decoracao,19,331,5,900,30,20,20
a10553a1882cc51b8910c246613fb0b0,moveis_decoracao,29,278,1,7600,40,35,35
a18c130946b89ab774bc5948fe71e2a5,consoles_games,53,520,6,300,20,5,15
a25a9e3433043fb8a0808f310d8d8203,fashion_bolsas_e_acessorios,46,846,13,1000,45,16,45
a25d948ddec359c8d80978d139a4db83,brinquedos,43,1784,2,900,38,24,38
a2a90c1a0501c5148928da33b033dee8,esporte_lazer,54,381,1,500,36,10,28
a5c3ddb1a400f50d1cf7138727aec136,brinquedos,49,485,1,7811,45,28,46
a5f6ba3fe91a2e73f10b612131cb2404,eletronicos,45,1057,3,138,19,17,16
a671b5c0b737258c5a3262826e3dd9c5,pet_shop,63,1451,3,925,40,20,40
a694f2632fae82ef419fd71587103dc9,esporte_lazer,44,461,1,5100,60,30,30
a6b32d26b9f925954b1cd8339f664a6a,perfumaria,45,128,3,400,25,4,20
a760ef0bb70c954d79e62ec6023d380c,cool_stuff,32,1115,1,1333,24,23,25
a819714dd23a6ac18b1be2b13686017b,automotivo,54,393,2,100,17,17,17
a8255c87078b4bd9bc05fe7290ca5c25,automotivo,44,1034,1,24000,61,67,33
a8fe47ad6f852f93cc92c7b408687de3,esporte_lazer,27,202,5,400,70,10,20
aad225c687cc75ba1148d41f2ce414c2,informatica_acessorios,43,390,1,1300,46,7,12
aafec8ef0f0e7bf2f2b811450df61818,fashion_bolsas_e_acessorios,52,437,6,200,16,9,11
ab4d426852a7cd31cef3270bfab3bcdd,beleza_saude,56,2223,1,2300,30,10,20
abba22ec8f8647474e51e996d74da8e7,telefonia_fixa,55,1172,5,1000,24,6,24
ac6c24af9f913c9375a3ea77883bda6e,automotivo,28,325,6,300,35,3,26
ace5d86cf1ac63cdb76f49e5cd23d2f8,moveis_decoracao,60,473,1,600,30,4,20
ace91f88d635b9e5563e36cc0a0a8f09,moveis_decoracao,49,466,2,180,16,30,30
ad5396bf96af6ede77130e54ad266c61,moveis_decoracao,39,252,1,900,16,34,34
adcfd260203f2ab192f83edb46d0f83f,moveis_decoracao,18,164,2,500,22,19,13
af667947a84d9ff9d326b60ab75d1ae2,telefonia,54,363,1,150,19,13,16
afad7a4420a4348d41da23ed8d0902dd,moveis_decoracao,37,768,2,7000,43,35,50
afbe1e973aefbf72a330e3bc72d4b476,cama_mesa_banho,56,501,3,1450,45,15,35
b0364648b1c062169015d9234d97d306,esporte_lazer,46,233,1,383,20,9,14
b11456f416365fcb044ae90260691ccd,brinquedos,63,683,6,300,17,9,16
b3b0bce74668bf355cbd94db1e4d17b9,informatica_acessorios,44,1133,2,200,36,15,21
b4763c2caeeac2424b64aa199789b81b,informatica_acessorios,51,812,1,1100,31,12,11
b4b1c13bd539cdda68bd9a5e899767fb,telefonia,63,1548,3,400,18,16,16
b4f9530c931398e215242293c2c8ba4c,telefonia_fixa,59,1542,3,283,20,9,15
b560b8ea76437c088ea9a83c49316fb5,perfumaria,49,373,1,433,24,12,15
b68cf84ede4fd1e14b1740de5b727d55,beleza_saude,47,1319,2,638,26,13,22
b6f134ff2933bb0ee1f36e2865f21a91,moveis_decoracao,63,637,2,2500,39,9,29
b6f9abef16fdfec89e4f3675f6627dca,moveis_decoracao,47,372,1,400,37,15,27
b72b39418216e944bb34e35f4d3ea8c7,esporte_lazer,39,141,1,767,26,8,20
b73f6899a58fe7a37e55149e9a11c717,moveis_escritorio,19,917,1,10500,53,73,18
b74d57e3377dd78aace6d070fc48cc88,cama_mesa_banho,55,556,1,675,40,18,35
b76d57984db550fe9e6f3ad3467e3025,market_place,63,1498,4,1800,20,40,21
b7b7c5293e270682d3f343c31355c52a,moveis_decoracao,53,586,1,2000,35,9,25
b846c1b90a30689a98f530aa20edd424,esporte_lazer,28,1567,4,13300,64,35,35
b864b103180d5a6a3f830e67f93e8735,bebes,47,980,4,600,70,11,11
b931645cdc2d9868f01544e8db63f5ab,ferramentas_jardim,59,398,6,4200,50,28,28
bab7ff9abbcc13690a62d015f2ca8e44,informatica_acessorios,43,269,1,250,30,7,20
baddee1245c9736a49167f66e0912b0d,pet_shop,47,2017,2,200,16,2,11
bb0697bdc552a255c992d331ca09afe3,telefonia_fixa,63,867,2,500,20,10,20
bc2d6310e5cbd60facb2f9c8d9471597,cool_stuff,23,779,2,7100,36,47,32
bc33268e0ab8b9c13207af78f8a62b75,bebes,40,1890,1,200,16,2,11
bcaa4355b2521984b94978febf3f2b10,moveis_decoracao,59,299,1,700,27,6,32
bcb4f6803e8889a70dc5ed14c2f5f785,informatica_acessorios,41,685,2,200,16,12,11
bd3024f7222c241a5e112251621397cb,esporte_lazer,28,247,3,150,22,6,15
bd701724b9bc9f955e22db8ec65b5097,moveis_decoracao,62,445,2,300,21,12,12
bdcec8e22b04a8f4241d87bcfe9ea877,moveis_decoracao,64,946,3,500,40,12,25
bdfe450775bde583b7abb5698f1bd6e2,beleza_saude,59,971,2,1600,40,20,30
be7815756efd025355c3e09139c3f2ac,moveis_decoracao,54,441,1,2900,40,7,30
bef13288a0f8b26d763411ced1dfa268,cool_stuff,50,450,2,350,20,30,40
bf128b5dced56e2ec0391179eb70443d,bebes,55,728,4,2300,24,26,36
bfce5e847034e1fbbc1ed0bff6a372c7,moveis_decoracao,55,248,1,1800,40,8,30
bfe05de8c1ac3259ae43ada77182d840,beleza_saude,60,1090,1,2400,30,20,20
c006d1427332464b79808bd9dfaec943,moveis_decoracao,36,252,1,500,16,34,34
c0d4027067afcf9c1697cce981b8fed6,pet_shop,63,1269,1,200,16,2,11
c1488892604e4ba5cff5b4eb4d595400,moveis_decoracao,59,426,2,1400,32,6,28
c29a770821480abc0e0150220a24e7cc,moveis_decoracao,57,266,1,1000,40,6,32
c2c503e76e239d461b3e92222f6b49c5,brinquedos,41,1068,2,800,50,12,31
c351fada6ffa67ee3876b1cc568a90b0,esporte_lazer,46,2393,2,300,20,5,20
c384df04227582c085d6524937a3768a,automotivo,42,460,2,21800,60,60,20
c3b7e4d83e530c27a8e6368296aece48,moveis_decoracao,60,1972,2,850,69,11,11
c3b8f6be3507bb05fd83797f81f679bc,telefonia,32,331,1,175,18,3,12
c42500bc89ec2aab54ff83f7c31b8773,telefonia,54,259,1,200,20,20,20
c50663262403f916d58303c231e7ed3a,moveis_decoracao,56,227,7,1100,31,11,26
c57d1d566402540eb9be608112ced702,consoles_games,51,415,1,700,16,16,16
c62dee961914cc2e49239963b04258ec,moveis_escritorio,63,1352,1,25400,64,30,74
c66d6e9a7e915171e7e3102f9afee78c,fashion_bolsas_e_acessorios,12,354,2,500,20,20,20
c66def7098f4d87751f40c3a4855ced1,brinquedos,55,546,1,2100,22,50,32
c7084bc72369a57c93c6edaf0b60b235,beleza_saude,37,613,5,600,23,7,48
ca17b18b38db6e0d2c33d362322f2a06,livros_tecnicos,32,2228,1,1900,30,6,30
