order_item_id,order_id,product_id,quantity,unit_price,unit_cost,gross_revenue,discount_amount,cost_amount
ORD-000063-01,ORD-000063,PROD-0008,2,399.9,238.0,799.8,39.99,476.0
ORD-000063-02,ORD-000063,PROD-0010,3,219.9,93.0,659.7,32.99,279.0
ORD-000063-03,ORD-000063,PROD-0001,2,59.9,24.5,119.8,5.99,49.0
ORD-000063-04,ORD-000063,PROD-0009,3,44.9,17.0,134.7,6.73,51.0
ORD-000064-01,ORD-000064,PROD-0002,2,149.9,72.0,299.8,44.97,144.0
ORD-000065-01,ORD-000065,PROD-0008,3,399.9,238.0,1199.7,0.0,714.0
ORD-000065-02,ORD-000065,PROD-0007,3,279.9,154.0,839.7,0.0,462.0
ORD-000065-03,ORD-000065,PROD-0011,3,179.9,82.0,539.7,0.0,246.0
ORD-000065-04,ORD-000065,PROD-0002,1,149.9,72.0,149.9,0.0,72.0
ORD-000066-01,ORD-000066,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000066-02,ORD-000066,PROD-0009,1,44.9,17.0,44.9,0.0,17.0
ORD-000066-03,ORD-000066,PROD-0007,1,279.9,154.0,279.9,0.0,154.0
ORD-000066-04,ORD-000066,PROD-0012,2,259.9,137.0,519.8,0.0,274.0
ORD-000067-01,ORD-000067,PROD-0010,1,219.9,93.0,219.9,0.0,93.0
ORD-000068-01,ORD-000068,PROD-0003,3,229.9,118.0,689.7,68.97,354.0
ORD-000069-01,ORD-000069,PROD-0011,1,179.9,82.0,179.9,0.0,82.0
ORD-000069-02,ORD-000069,PROD-0009,2,44.9,17.0,89.8,0.0,34.0
ORD-000070-01,ORD-000070,PROD-0009,1,44.9,17.0,44.9,0.0,17.0
ORD-000070-02,ORD-000070,PROD-0006,2,189.9,91.0,379.8,0.0,182.0
ORD-000070-03,ORD-000070,PROD-0007,2,279.9,154.0,559.8,0.0,308.0
ORD-000070-04,ORD-000070,PROD-0010,1,219.9,93.0,219.9,0.0,93.0
ORD-000071-01,ORD-000071,PROD-0009,1,44.9,17.0,44.9,0.0,17.0
ORD-000071-02,ORD-000071,PROD-0012,2,259.9,137.0,519.8,0.0,274.0
ORD-000071-03,ORD-000071,PROD-0003,1,229.9,118.0,229.9,0.0,118.0
ORD-000071-04,ORD-000071,PROD-0007,2,279.9,154.0,559.8,0.0,308.0
ORD-000072-01,ORD-000072,PROD-0002,1,149.9,72.0,149.9,22.48,72.0
ORD-000073-01,ORD-000073,PROD-0012,2,259.9,137.0,519.8,0.0,274.0
ORD-000074-01,ORD-000074,PROD-0005,3,349.9,221.0,1049.7,52.48,663.0
ORD-000074-02,ORD-000074,PROD-0012,2,259.9,137.0,519.8,25.99,274.0
ORD-000074-03,ORD-000074,PROD-0006,2,189.9,91.0,379.8,18.99,182.0
ORD-000075-01,ORD-000075,PROD-0005,3,349.9,221.0,1049.7,0.0,663.0
ORD-000076-01,ORD-000076,PROD-0008,3,399.9,238.0,1199.7,59.98,714.0
ORD-000076-02,ORD-000076,PROD-0009,3,44.9,17.0,134.7,6.73,51.0
ORD-000077-01,ORD-000077,PROD-0009,1,44.9,17.0,44.9,4.49,17.0
ORD-000078-01,ORD-000078,PROD-0006,3,189.9,91.0,569.7,0.0,273.0
ORD-000078-02,ORD-000078,PROD-0001,2,59.9,24.5,119.8,0.0,49.0
ORD-000078-03,ORD-000078,PROD-0010,1,219.9,93.0,219.9,0.0,93.0
ORD-000078-04,ORD-000078,PROD-0008,1,399.9,238.0,399.9,0.0,238.0
ORD-000079-01,ORD-000079,PROD-0003,1,229.9,118.0,229.9,22.99,118.0
ORD-000079-02,ORD-000079,PROD-0002,1,149.9,72.0,149.9,14.99,72.0
ORD-000079-03,ORD-000079,PROD-0011,1,179.9,82.0,179.9,17.99,82.0
ORD-000079-04,ORD-000079,PROD-0009,3,44.9,17.0,134.7,13.47,51.0
ORD-000080-01,ORD-000080,PROD-0005,1,349.9,221.0,349.9,0.0,221.0
ORD-000080-02,ORD-000080,PROD-0011,3,179.9,82.0,539.7,0.0,246.0
ORD-000081-01,ORD-000081,PROD-0002,2,149.9,72.0,299.8,44.97,144.0
ORD-000081-02,ORD-000081,PROD-0008,3,399.9,238.0,1199.7,179.95,714.0
ORD-000082-01,ORD-000082,PROD-0011,2,179.9,82.0,359.8,17.99,164.0
ORD-000083-01,ORD-000083,PROD-0002,3,149.9,72.0,449.7,0.0,216.0
ORD-000083-02,ORD-000083,PROD-0005,2,349.9,221.0,699.8,0.0,442.0
ORD-000083-03,ORD-000083,PROD-0003,3,229.9,118.0,689.7,0.0,354.0
ORD-000083-04,ORD-000083,PROD-0004,3,99.9,43.0,299.7,0.0,129.0
ORD-000084-01,ORD-000084,PROD-0002,2,149.9,72.0,299.8,44.97,144.0
ORD-000085-01,ORD-000085,PROD-0009,1,44.9,17.0,44.9,2.25,17.0
ORD-000085-02,ORD-000085,PROD-0007,3,279.9,154.0,839.7,41.98,462.0
ORD-000085-03,ORD-000085,PROD-0011,3,179.9,82.0,539.7,26.99,246.0
ORD-000086-01,ORD-000086,PROD-0012,2,259.9,137.0,519.8,0.0,274.0
ORD-000086-02,ORD-000086,PROD-0007,2,279.9,154.0,559.8,0.0,308.0
ORD-000087-01,ORD-000087,PROD-0002,3,149.9,72.0,449.7,0.0,216.0
ORD-000087-02,ORD-000087,PROD-0001,1,59.9,24.5,59.9,0.0,24.5
ORD-000087-03,ORD-000087,PROD-0012,3,259.9,137.0,779.7,0.0,411.0
ORD-000087-04,ORD-000087,PROD-0006,3,189.9,91.0,569.7,0.0,273.0
ORD-000088-01,ORD-000088,PROD-0011,1,179.9,82.0,179.9,0.0,82.0
ORD-000088-02,ORD-000088,PROD-0007,1,279.9,154.0,279.9,0.0,154.0
ORD-000089-01,ORD-000089,PROD-0006,2,189.9,91.0,379.8,18.99,182.0
ORD-000090-01,ORD-000090,PROD-0006,3,189.9,91.0,569.7,28.49,273.0
ORD-000090-02,ORD-000090,PROD-0008,3,399.9,238.0,1199.7,59.98,714.0
ORD-000090-03,ORD-000090,PROD-0012,1,259.9,137.0,259.9,12.99,137.0
ORD-000090-04,ORD-000090,PROD-0007,2,279.9,154.0,559.8,27.99,308.0
ORD-000091-01,ORD-000091,PROD-0010,2,219.9,93.0,439.8,65.97,186.0
ORD-000091-02,ORD-000091,PROD-0004,2,99.9,43.0,199.8,29.97,86.0
ORD-000091-03,ORD-000091,PROD-0006,2,189.9,91.0,379.8,56.97,182.0
ORD-000091-04,ORD-000091,PROD-0007,1,279.9,154.0,279.9,41.98,154.0
ORD-000092-01,ORD-000092,PROD-0012,3,259.9,137.0,779.7,116.95,411.0
ORD-000092-02,ORD-000092,PROD-0002,2,149.9,72.0,299.8,44.97,144.0
ORD-000092-03,ORD-000092,PROD-0007,1,279.9,154.0,279.9,41.98,154.0
ORD-000093-01,ORD-000093,PROD-0010,3,219.9,93.0,659.7,32.99,279.0
ORD-000093-02,ORD-000093,PROD-0007,2,279.9,154.0,559.8,27.99,308.0
ORD-000093-03,ORD-000093,PROD-0009,3,44.9,17.0,134.7,6.73,51.0
ORD-000093-04,ORD-000093,PROD-0012,1,259.9,137.0,259.9,12.99,137.0
ORD-000094-01,ORD-000094,PROD-0010,3,219.9,93.0,659.7,0.0,279.0
ORD-000095-01,ORD-000095,PROD-0008,2,399.9,238.0,799.8,79.98,476.0
ORD-000095-02,ORD-000095,PROD-0006,2,189.9,91.0,379.8,37.98,182.0
ORD-000096-01,ORD-000096,PROD-0002,3,149.9,72.0,449.7,22.49,216.0
ORD-000097-01,ORD-000097,PROD-0006,3,189.9,91.0,569.7,28.49,273.0
ORD-000097-02,ORD-000097,PROD-0002,1,149.9,72.0,149.9,7.5,72.0
ORD-000097-03,ORD-000097,PROD-0005,1,349.9,221.0,349.9,17.5,221.0
ORD-000097-04,ORD-000097,PROD-0001,2,59.9,24.5,119.8,5.99,49.0
ORD-000098-01,ORD-000098,PROD-0004,3,99.9,43.0,299.7,29.97,129.0
ORD-000098-02,ORD-000098,PROD-0007,3,279.9,154.0,839.7,83.97,462.0
ORD-000098-03,ORD-000098,PROD-0003,2,229.9,118.0,459.8,45.98,236.0
ORD-000098-04,ORD-000098,PROD-0010,2,219.9,93.0,439.8,43.98,186.0
ORD-000099-01,ORD-000099,PROD-0010,1,219.9,93.0,219.9,0.0,93.0
ORD-000100-01,ORD-000100,PROD-0010,2,219.9,93.0,439.8,43.98,186.0
ORD-000100-02,ORD-000100,PROD-0007,3,279.9,154.0,839.7,83.97,462.0
ORD-000100-03,ORD-000100,PROD-0012,1,259.9,137.0,259.9,25.99,137.0
ORD-000101-01,ORD-000101,PROD-0006,1,189.9,91.0,189.9,18.99,91.0
ORD-000101-02,ORD-000101,PROD-0002,2,149.9,72.0,299.8,29.98,144.0
ORD-000102-01,ORD-000102,PROD-0009,2,44.9,17.0,89.8,4.49,34.0
ORD-000102-02,ORD-000102,PROD-0003,2,229.9,118.0,459.8,22.99,236.0
ORD-000103-01,ORD-000103,PROD-0007,3,279.9,154.0,839.7,0.0,462.0
ORD-000103-02,ORD-000103,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000103-03,ORD-000103,PROD-0008,2,399.9,238.0,799.8,0.0,476.0
ORD-000103-04,ORD-000103,PROD-0012,1,259.9,137.0,259.9,0.0,137.0
ORD-000104-01,ORD-000104,PROD-0009,2,44.9,17.0,89.8,0.0,34.0
ORD-000104-02,ORD-000104,PROD-0012,3,259.9,137.0,779.7,0.0,411.0
ORD-000104-03,ORD-000104,PROD-0002,2,149.9,72.0,299.8,0.0,144.0
ORD-000104-04,ORD-000104,PROD-0010,3,219.9,93.0,659.7,0.0,279.0
ORD-000105-01,ORD-000105,PROD-0008,2,399.9,238.0,799.8,0.0,476.0
ORD-000106-01,ORD-000106,PROD-0010,1,219.9,93.0,219.9,21.99,93.0
ORD-000106-02,ORD-000106,PROD-0003,1,229.9,118.0,229.9,22.99,118.0
ORD-000107-01,ORD-000107,PROD-0009,1,44.9,17.0,44.9,0.0,17.0
ORD-000107-02,ORD-000107,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000107-03,ORD-000107,PROD-0002,1,149.9,72.0,149.9,0.0,72.0
ORD-000108-01,ORD-000108,PROD-0010,2,219.9,93.0,439.8,65.97,186.0
ORD-000108-02,ORD-000108,PROD-0011,3,179.9,82.0,539.7,80.95,246.0
ORD-000109-01,ORD-000109,PROD-0006,3,189.9,91.0,569.7,0.0,273.0
ORD-000109-02,ORD-000109,PROD-0010,2,219.9,93.0,439.8,0.0,186.0
ORD-000109-03,ORD-000109,PROD-0001,3,59.9,24.5,179.7,0.0,73.5
ORD-000109-04,ORD-000109,PROD-0002,3,149.9,72.0,449.7,0.0,216.0
ORD-000110-01,ORD-000110,PROD-0009,3,44.9,17.0,134.7,0.0,51.0
ORD-000110-02,ORD-000110,PROD-0010,2,219.9,93.0,439.8,0.0,186.0
ORD-000110-03,ORD-000110,PROD-0003,2,229.9,118.0,459.8,0.0,236.0
ORD-000111-01,ORD-000111,PROD-0004,2,99.9,43.0,199.8,0.0,86.0
ORD-000111-02,ORD-000111,PROD-0003,1,229.9,118.0,229.9,0.0,118.0
ORD-000111-03,ORD-000111,PROD-0005,3,349.9,221.0,1049.7,0.0,663.0
ORD-000111-04,ORD-000111,PROD-0011,2,179.9,82.0,359.8,0.0,164.0
ORD-000112-01,ORD-000112,PROD-0012,1,259.9,137.0,259.9,0.0,137.0
ORD-000113-01,ORD-000113,PROD-0002,2,149.9,72.0,299.8,0.0,144.0
ORD-000113-02,ORD-000113,PROD-0007,1,279.9,154.0,279.9,0.0,154.0
ORD-000113-03,ORD-000113,PROD-0003,1,229.9,118.0,229.9,0.0,118.0
ORD-000114-01,ORD-000114,PROD-0002,3,149.9,72.0,449.7,0.0,216.0
ORD-000114-02,ORD-000114,PROD-0009,1,44.9,17.0,44.9,0.0,17.0
ORD-000115-01,ORD-000115,PROD-0004,1,99.9,43.0,99.9,5.0,43.0
ORD-000115-02,ORD-000115,PROD-0002,3,149.9,72.0,449.7,22.49,216.0
ORD-000115-03,ORD-000115,PROD-0011,3,179.9,82.0,539.7,26.99,246.0
ORD-000115-04,ORD-000115,PROD-0003,2,229.9,118.0,459.8,22.99,236.0
ORD-000116-01,ORD-000116,PROD-0012,1,259.9,137.0,259.9,25.99,137.0
ORD-000116-02,ORD-000116,PROD-0001,3,59.9,24.5,179.7,17.97,73.5
ORD-000116-03,ORD-000116,PROD-0005,3,349.9,221.0,1049.7,104.97,663.0
ORD-000117-01,ORD-000117,PROD-0008,3,399.9,238.0,1199.7,59.98,714.0
ORD-000117-02,ORD-000117,PROD-0011,1,179.9,82.0,179.9,9.0,82.0
ORD-000118-01,ORD-000118,PROD-0002,1,149.9,72.0,149.9,22.48,72.0
ORD-000118-02,ORD-000118,PROD-0001,2,59.9,24.5,119.8,17.97,49.0
ORD-000118-03,ORD-000118,PROD-0010,1,219.9,93.0,219.9,32.98,93.0
ORD-000118-04,ORD-000118,PROD-0012,1,259.9,137.0,259.9,38.98,137.0
ORD-000119-01,ORD-000119,PROD-0011,3,179.9,82.0,539.7,26.99,246.0
